"Time","FT701","FT711","FT721","FT731","Power701","Power711","Power721","Power731","PsetPoint_701","PsetPoint_711","PsetPoint_721","PsetPoint_731","TT701","TT702","TT711","TT712","TT721","TT722","TT731","TT732","TsetPoint_701","TsetPoint_711","TsetPoint_721","TsetPoint_731","xPset_701","xPset_711","xPset_721","xPset_731","xTset_701","xTset_711","xTset_721","xTset_731"
2026-05-20 12:00:15,3.73,3.93,3.75,4.17,-35.6,-34.0,-33.5,-34.5,-32,-32,-32,-32,60.1,68.4,60.6,68.0,60.6,68.3,60.6,67.7,-60,-60,-60,-60,2,2,2,2,true,true,true,true
2026-05-20 12:00:30,3.65,3.91,3.76,4.15,-35.4,-34.3,-33.9,-34.6,-32,-32,-32,-32,60.1,68.4,60.6,68.1,60.6,68.4,60.6,67.9,-60,-60,-60,-60,2,2,2,2,true,true,true,true
2026-05-20 12:00:45,3.59,3.90,3.77,4.10,-35.2,-34.5,-34.3,-34.6,-32,-32,-32,-32,60.1,68.5,60.5,68.2,60.6,68.4,60.6,67.9,-60,-60,-60,-60,2,2,2,2,true,true,true,true
2026-05-20 12:01:00,3.52,3.87,3.74,4.08,-34.9,-34.4,-34.4,-34.8,-32,-32,-32,-32,60.0,68.6,60.6,68.2,60.5,68.4,60.6,68.0,-60,-60,-60,-60,2,2,2,2,true,true,true,true
2026-05-20 12:01:15,3.48,3.83,3.75,3.98,-34.7,-34.4,-34.6,-34.5,-32,-32,-32,-32,60.0,68.6,60.5,68.2,60.6,68.5,60.6,68.1,-60,-60,-60,-60,2,2,2,2,true,true,true,true
2026-05-20 12:01:30,3.42,3.76,3.69,3.91,-34.3,-34.1,-34.4,-34.2,-32,-32,-32,-32,60.0,68.6,60.5,68.3,60.5,68.5,60.6,68.1,-60,-60,-60,-60,2,2,2,2,true,true,true,true
2026-05-20 12:01:45,3.38,3.72,3.62,3.88,-34.2,-34.1,-33.9,-34.3,-32,-32,-32,-32,60.0,68.6,60.4,68.3,60.5,68.6,60.5,68.2,-60,-60,-60,-60,2,2,2,2,true,true,true,true
2026-05-20 12:02:00,3.34,3.68,3.57,3.82,-33.8,-33.9,-33.7,-34.3,-32,-32,-32,-32,59.9,68.6,60.4,68.3,60.5,68.6,60.4,68.2,-60,-60,-60,-60,2,2,2,2,true,true,true,true
2026-05-20 12:02:15,3.30,3.64,3.53,3.77,-33.6,-33.8,-33.7,-34.2,-32,-32,-32,-32,59.9,68.6,60.3,68.3,60.4,68.6,60.4,68.2,-60,-60,-60,-60,2,2,2,2,true,true,true,true
2026-05-20 12:02:30,3.27,3.61,3.49,3.73,-33.3,-33.7,-33.5,-34.2,-32,-32,-32,-32,59.9,68.6,60.3,68.4,60.4,68.6,60.3,68.2,-60,-60,-60,-60,2,2,2,2,true,true,true,true
