"Time","FT401","Pel_S400","Pth_S400","TT401","TT402"
2026-05-21 15:30:15,2.54,36.9,31.9,59.3,70.1
2026-05-21 15:30:30,2.54,38.6,32.0,59.3,70.1
2026-05-21 15:30:45,2.55,34.6,32.1,59.2,70.1
2026-05-21 15:31:00,2.54,46.7,31.9,59.3,70.1
2026-05-21 15:31:15,2.55,34.1,31.7,59.4,70.1
2026-05-21 15:31:30,2.55,36.7,31.4,59.5,70.1
2026-05-21 15:31:45,2.57,28.9,31.5,59.6,70.1
2026-05-21 15:32:00,2.53,45.1,31.0,59.7,70.1
2026-05-21 15:32:15,2.54,36.3,31.0,59.6,70.1
2026-05-21 15:32:30,2.54,45.0,30.8,59.6,70.1
2026-05-21 15:32:45,2.56,39.8,30.9,59.6,70.1
2026-05-21 15:33:00,2.54,39.6,30.7,59.7,70.1
2026-05-21 15:33:15,2.54,38.5,30.7,59.7,70.1
2026-05-21 15:33:30,2.55,39.4,30.6,59.7,70.1
2026-05-21 15:33:45,2.54,32.4,30.6,59.7,70.1
2026-05-21 15:34:00,2.54,40.5,30.7,59.7,70.1
2026-05-21 15:34:15,2.54,32.3,30.6,59.7,70.1
2026-05-21 15:34:30,2.54,42.3,30.8,59.6,70.1
2026-05-21 15:34:45,2.54,34.4,30.9,59.6,70.1
2026-05-21 15:35:00,2.53,35.4,31.1,59.5,70.1
2026-05-21 15:35:15,2.55,41.3,31.5,59.4,70.1
2026-05-21 15:35:30,2.56,33.8,31.8,59.4,70.1
2026-05-21 15:35:45,2.55,34.7,32.0,59.3,70.1
2026-05-21 15:36:00,2.56,32.7,32.1,59.3,70.2
2026-05-21 15:36:15,2.55,38.5,32.1,59.3,70.2
2026-05-21 15:36:30,2.56,39.7,32.2,59.3,70.1
2026-05-21 15:36:45,2.57,43.5,32.2,59.4,70.1
2026-05-21 15:37:00,2.57,43.1,32.0,59.5,70.2
2026-05-21 15:37:15,2.56,43.4,31.8,59.5,70.1
2026-05-21 15:37:30,2.56,34.9,31.6,59.5,70.1
2026-05-21 15:37:45,2.58,43.2,31.6,59.6,70.1
2026-05-21 15:38:00,2.57,35.1,31.5,59.5,70.1
2026-05-21 15:38:15,2.57,36.6,31.4,59.6,70.0
2026-05-21 15:38:30,2.58,38.0,31.3,59.6,70.0
2026-05-21 15:38:45,2.58,40.0,31.2,59.6,70.0
2026-05-21 15:39:00,2.59,37.8,31.1,59.6,70.0
2026-05-21 15:39:15,2.58,33.5,30.9,59.6,70.0
2026-05-21 15:39:30,2.58,40.8,30.9,59.6,70.0
2026-05-21 15:39:45,2.57,39.9,30.8,59.6,70.0
2026-05-21 15:40:00,2.60,32.4,30.9,59.7,70.0
2026-05-21 15:40:15,2.60,33.6,31.0,59.7,70.0
2026-05-21 15:40:30,2.58,36.1,30.9,59.7,70.0
2026-05-21 15:40:45,2.60,41.5,31.1,59.7,70.0
2026-05-21 15:41:00,2.60,39.0,31.2,59.7,70.0
2026-05-21 15:41:15,2.58,36.0,31.1,59.7,70.0
2026-05-21 15:41:30,2.60,37.6,31.5,59.6,70.0
2026-05-21 15:41:45,2.60,35.4,31.6,59.5,70.0
2026-05-21 15:42:00,2.62,35.0,31.9,59.5,70.0
2026-05-21 15:42:15,2.60,38.3,32.1,59.4,70.0
2026-05-21 15:42:30,2.60,39.5,32.2,59.4,70.0
2026-05-21 15:42:45,2.61,38.6,32.0,59.5,70.0
2026-05-21 15:43:00,2.62,39.3,32.1,59.5,70.1
2026-05-21 15:43:15,2.61,40.3,31.8,59.6,70.1
2026-05-21 15:43:30,2.62,44.3,31.8,59.6,70.1
2026-05-21 15:43:45,2.62,39.6,31.6,59.6,70.1
2026-05-21 15:44:00,2.63,40.5,31.7,59.7,70.1
2026-05-21 15:44:15,2.61,36.0,31.2,59.7,70.0
2026-05-21 15:44:30,2.62,36.3,30.9,59.8,70.0
2026-05-21 15:44:45,2.60,39.9,30.9,59.8,70.0
2026-05-21 15:45:00,2.61,42.3,30.7,59.8,70.0
2026-05-21 15:45:15,2.62,37.1,30.7,59.8,69.9
2026-05-21 15:45:30,2.60,39.3,30.5,59.8,70.0
2026-05-21 15:45:45,2.62,43.0,30.8,59.8,70.0
2026-05-21 15:46:00,2.61,36.5,30.8,59.8,70.0
2026-05-21 15:46:15,2.60,34.9,30.8,59.8,70.0
2026-05-21 15:46:30,2.60,41.1,30.9,59.7,70.0
2026-05-21 15:46:45,2.60,43.3,31.0,59.7,70.0
2026-05-21 15:47:00,2.59,36.1,31.0,59.7,70.0
2026-05-21 15:47:15,2.59,41.6,31.1,59.6,70.1
2026-05-21 15:47:30,2.60,33.5,31.3,59.6,70.1
2026-05-21 15:47:45,2.61,37.8,31.6,59.5,70.1
2026-05-21 15:48:00,2.59,31.0,31.7,59.5,70.1
2026-05-21 15:48:15,2.60,38.2,32.0,59.5,70.1
2026-05-21 15:48:30,2.61,42.0,32.0,59.5,70.1
2026-05-21 15:48:45,2.59,40.1,31.8,59.5,70.1
2026-05-21 15:49:00,2.59,35.7,31.5,59.6,70.1
2026-05-21 15:49:15,2.59,35.9,31.4,59.7,70.1
2026-05-21 15:49:30,2.59,37.1,31.3,59.7,70.1
2026-05-21 15:49:45,2.58,37.1,31.2,59.7,70.1
2026-05-21 15:50:00,2.58,37.5,31.0,59.7,70.1
2026-05-21 15:50:15,2.59,36.7,30.9,59.7,70.1
2026-05-21 15:50:30,2.58,40.2,30.9,59.7,70.1
2026-05-21 15:50:45,2.61,34.0,31.1,59.7,70.0
2026-05-21 15:51:00,2.56,39.2,30.6,59.7,70.1
2026-05-21 15:51:15,2.58,36.2,30.7,59.8,70.1
2026-05-21 15:51:30,2.57,40.7,30.6,59.8,70.1
2026-05-21 15:51:45,2.57,40.3,30.7,59.8,70.1
2026-05-21 15:52:00,2.55,43.7,30.7,59.7,70.1
2026-05-21 15:52:15,2.56,40.1,30.8,59.7,70.1
2026-05-21 15:52:30,2.55,37.3,30.6,59.7,70.1
2026-05-21 15:52:45,2.55,45.3,30.8,59.6,70.1
2026-05-21 15:53:00,2.54,37.0,30.9,59.6,70.1
2026-05-21 15:53:15,2.55,40.2,31.1,59.6,70.1
2026-05-21 15:53:30,2.54,38.1,31.3,59.5,70.1
2026-05-21 15:53:45,2.56,46.7,31.4,59.5,70.1
2026-05-21 15:54:00,2.57,41.6,31.6,59.5,70.1
2026-05-21 15:54:15,2.57,38.0,31.4,59.5,70.1
2026-05-21 15:54:30,2.57,39.1,31.4,59.6,70.1
2026-05-21 15:54:45,2.58,42.3,31.5,59.6,70.1
2026-05-21 15:55:00,2.58,43.0,31.3,59.6,70.1
2026-05-21 15:55:15,2.56,36.4,31.1,59.7,70.1
2026-05-21 15:55:30,2.58,36.4,31.1,59.7,70.1
2026-05-21 15:55:45,2.58,39.9,30.9,59.8,70.1
2026-05-21 15:56:00,2.59,40.6,31.0,59.8,70.2
2026-05-21 15:56:15,2.58,33.4,30.7,59.9,70.1
2026-05-21 15:56:30,2.58,42.2,30.6,59.9,70.1
2026-05-21 15:56:45,2.59,37.8,30.5,59.9,70.1
2026-05-21 15:57:00,2.58,40.8,30.6,59.9,70.1
2026-05-21 15:57:15,2.59,43.4,30.6,59.9,70.0
2026-05-21 15:57:30,2.58,35.0,30.4,59.9,70.1
2026-05-21 15:57:45,2.57,43.3,30.4,59.9,70.0
2026-05-21 15:58:00,2.57,30.7,30.5,59.8,70.1
2026-05-21 15:58:15,2.56,28.7,30.6,59.7,70.1
2026-05-21 15:58:30,2.55,32.6,30.7,59.7,70.1
2026-05-21 15:58:45,2.55,31.5,30.9,59.6,70.1
2026-05-21 15:59:00,2.54,39.4,31.0,59.5,70.0
2026-05-21 15:59:15,2.55,34.2,31.0,59.4,70.0
2026-05-21 15:59:30,2.54,33.0,30.8,59.4,69.9
2026-05-21 15:59:45,2.55,28.8,30.6,59.4,69.9
2026-05-21 16:00:00,2.56,32.4,30.5,59.4,69.8
2026-05-21 16:00:15,2.56,25.0,30.4,59.4,69.7
2026-05-21 16:00:30,2.56,29.1,30.1,59.4,69.7
2026-05-21 16:00:45,2.56,37.6,29.9,59.5,69.6
2026-05-21 16:01:00,2.56,37.9,29.6,59.4,69.5
2026-05-21 16:01:15,2.57,33.0,29.2,59.5,69.4
2026-05-21 16:01:30,2.56,30.6,28.9,59.5,69.2
2026-05-21 16:01:45,2.56,34.9,28.3,59.6,69.2
2026-05-21 16:02:00,2.56,29.8,28.0,59.6,69.1
2026-05-21 16:02:15,2.57,36.9,27.6,59.7,69.0
2026-05-21 16:02:30,2.57,29.7,27.4,59.7,68.9
2026-05-21 16:02:45,2.57,28.0,27.3,59.7,68.8
2026-05-21 16:03:00,2.59,25.7,27.3,59.6,68.8
2026-05-21 16:03:15,2.60,28.6,27.4,59.6,68.7
2026-05-21 16:03:30,2.61,24.9,27.5,59.5,68.6
2026-05-21 16:03:45,2.62,25.2,27.8,59.4,68.6
2026-05-21 16:04:00,2.64,28.1,28.1,59.3,68.5
2026-05-21 16:04:15,2.64,32.2,28.4,59.2,68.5
2026-05-21 16:04:30,2.63,31.7,28.5,59.1,68.4
2026-05-21 16:04:45,2.67,34.2,29.0,59.0,68.4
2026-05-21 16:05:00,2.70,31.6,29.4,58.9,68.3
2026-05-21 16:05:15,2.73,34.4,29.5,58.9,68.3
2026-05-21 16:05:30,2.73,32.0,29.4,58.9,68.2
2026-05-21 16:05:45,2.77,32.0,29.3,59.0,68.1
2026-05-21 16:06:00,2.78,28.4,28.9,59.1,68.1
2026-05-21 16:06:15,2.83,34.2,28.6,59.3,67.9
2026-05-21 16:06:30,2.83,30.1,27.8,59.4,67.9
2026-05-21 16:06:45,2.87,32.7,27.1,59.6,67.8
2026-05-21 16:07:00,2.89,32.9,26.6,59.8,67.7
2026-05-21 16:07:15,2.89,36.4,26.1,59.8,67.6
2026-05-21 16:07:30,2.90,31.1,25.9,59.9,67.5
2026-05-21 16:07:45,2.91,33.6,25.5,59.9,67.4
2026-05-21 16:08:00,2.92,24.6,25.2,59.9,67.3
2026-05-21 16:08:15,2.94,28.8,25.1,59.9,67.3
2026-05-21 16:08:30,2.95,29.1,25.0,59.9,67.2
2026-05-21 16:08:45,2.96,32.7,25.2,59.9,67.2
2026-05-21 16:09:00,2.97,33.6,25.4,59.9,67.3
2026-05-21 16:09:15,2.98,32.7,25.6,59.8,67.3
2026-05-21 16:09:30,2.98,33.0,25.8,59.7,67.3
2026-05-21 16:09:45,2.99,31.1,26.2,59.7,67.3
2026-05-21 16:10:00,3.00,31.7,26.6,59.6,67.3
2026-05-21 16:10:15,3.02,29.5,26.9,59.6,67.3
2026-05-21 16:10:30,3.02,31.1,27.1,59.6,67.3
2026-05-21 16:10:45,3.02,26.7,27.1,59.6,67.3
2026-05-21 16:11:00,3.02,32.9,27.0,59.6,67.3
2026-05-21 16:11:15,3.02,33.1,26.9,59.7,67.3
2026-05-21 16:11:30,3.01,35.3,26.6,59.7,67.3
2026-05-21 16:11:45,3.01,36.3,26.4,59.7,67.2
2026-05-21 16:12:00,2.99,31.2,26.2,59.7,67.2
2026-05-21 16:12:15,2.99,27.3,26.2,59.6,67.1
2026-05-21 16:12:30,3.00,29.2,26.2,59.5,67.1
2026-05-21 16:12:45,3.01,26.9,26.2,59.5,67.1
2026-05-21 16:13:00,3.01,35.4,26.2,59.5,67.0
2026-05-21 16:13:15,3.00,28.4,25.8,59.5,67.0
2026-05-21 16:13:30,3.01,33.2,25.8,59.6,67.0
2026-05-21 16:13:45,3.02,31.0,25.6,59.6,67.0
2026-05-21 16:14:00,3.00,28.8,25.7,59.5,67.0
2026-05-21 16:14:15,3.03,30.2,26.0,59.5,67.0
2026-05-21 16:14:30,3.03,27.8,26.3,59.5,67.0
2026-05-21 16:14:45,3.03,31.3,26.2,59.5,66.9
2026-05-21 16:15:00,3.03,31.4,26.2,59.5,67.0
2026-05-21 16:15:15,3.03,23.7,26.1,59.5,67.0
2026-05-21 16:15:30,3.03,27.5,25.9,59.5,67.0
2026-05-21 16:15:45,3.05,38.5,26.0,59.6,67.0
2026-05-21 16:16:00,3.07,34.6,26.1,59.7,67.0
2026-05-21 16:16:15,3.06,32.6,26.0,59.7,67.0
2026-05-21 16:16:30,3.06,28.7,25.9,59.7,67.0
2026-05-21 16:16:45,3.05,32.0,25.8,59.7,66.9
2026-05-21 16:17:00,3.06,30.1,25.8,59.7,66.9
2026-05-21 16:17:15,3.07,33.1,26.0,59.7,66.9
2026-05-21 16:17:30,3.06,32.4,25.9,59.7,67.0
2026-05-21 16:17:45,3.07,30.2,26.0,59.6,66.9
2026-05-21 16:18:00,3.07,31.2,26.2,59.6,67.0
2026-05-21 16:18:15,3.08,34.2,26.6,59.6,67.0
2026-05-21 16:18:30,3.07,28.0,26.6,59.5,67.0
2026-05-21 16:18:45,3.09,43.3,26.8,59.5,67.0
2026-05-21 16:19:00,3.08,33.2,27.1,59.4,67.0
2026-05-21 16:19:15,3.08,32.1,27.0,59.4,67.0
2026-05-21 16:19:30,3.09,33.1,26.9,59.5,67.0
2026-05-21 16:19:45,3.11,36.3,27.0,59.5,67.0
2026-05-21 16:20:00,3.13,33.0,27.1,59.5,67.0
2026-05-21 16:20:15,3.14,36.1,27.1,59.5,67.0
2026-05-21 16:20:30,3.15,32.5,26.9,59.6,66.9
2026-05-21 16:20:45,3.16,33.7,26.8,59.6,66.9
2026-05-21 16:21:00,3.15,29.9,26.7,59.6,66.9
2026-05-21 16:21:15,3.16,33.4,26.6,59.6,66.9
2026-05-21 16:21:30,3.16,36.5,26.5,59.6,66.9
2026-05-21 16:21:45,7.31,36.8,61.5,59.3,66.8
2026-05-21 16:22:00,3.20,43.5,35.4,57.5,66.8
2026-05-21 16:22:15,3.21,28.5,34.3,57.4,66.6
2026-05-21 16:22:30,3.21,34.7,32.2,57.9,66.4
2026-05-21 16:22:45,3.19,39.6,30.4,58.1,66.3
2026-05-21 16:23:00,3.21,39.6,29.5,58.3,66.2
2026-05-21 16:23:15,3.21,39.6,28.8,58.4,66.2
2026-05-21 16:23:30,3.23,39.9,28.1,58.5,66.0
2026-05-21 16:23:45,3.22,45.6,27.1,58.6,65.8
2026-05-21 16:24:00,3.21,39.8,26.1,58.6,65.6
2026-05-21 16:24:15,3.23,33.5,25.2,58.7,65.4
2026-05-21 16:24:30,3.23,38.2,24.5,58.8,65.3
2026-05-21 16:24:45,3.26,39.8,24.3,58.8,65.3
2026-05-21 16:25:00,3.25,37.8,24.2,58.8,65.3
2026-05-21 16:25:15,3.25,37.2,24.3,58.8,65.3
2026-05-21 16:25:30,3.23,40.0,24.5,58.8,65.4
2026-05-21 16:25:45,3.25,29.7,25.0,58.9,65.5
2026-05-21 16:26:00,3.24,43.8,25.4,58.9,65.7
2026-05-21 16:26:15,3.26,31.7,25.9,59.0,65.8
2026-05-21 16:26:30,3.27,32.4,26.3,59.0,66.0
2026-05-21 16:26:45,3.27,31.7,26.6,59.0,66.1
2026-05-21 16:27:00,3.29,34.6,27.1,59.1,66.2
2026-05-21 16:27:15,3.30,35.1,27.5,59.1,66.3
2026-05-21 16:27:30,3.29,31.7,27.6,59.2,66.4
2026-05-21 16:27:45,3.29,34.9,27.8,59.2,66.5
2026-05-21 16:28:00,3.29,38.2,28.0,59.3,66.6
2026-05-21 16:28:15,3.33,36.3,28.5,59.3,66.7
2026-05-21 16:28:30,3.35,43.0,28.8,59.4,66.7
2026-05-21 16:28:45,3.35,32.8,28.9,59.4,66.8
2026-05-21 16:29:00,3.37,41.6,29.2,59.4,66.9
2026-05-21 16:29:15,3.38,41.3,29.2,59.5,66.9
2026-05-21 16:29:30,3.36,44.0,29.2,59.5,66.9
2026-05-21 16:29:45,3.36,34.1,29.3,59.5,67.0
2026-05-21 16:30:00,3.39,33.5,29.8,59.5,67.0
2026-05-21 16:30:15,3.37,40.1,29.9,59.4,67.1
2026-05-21 16:30:30,3.38,42.2,30.3,59.4,67.1
2026-05-21 16:30:45,3.38,36.0,30.3,59.4,67.2
2026-05-21 16:31:00,3.36,27.7,30.3,59.4,67.2
2026-05-21 16:31:15,3.36,35.0,30.3,59.4,67.2
2026-05-21 16:31:30,3.35,34.8,30.3,59.4,67.2
2026-05-21 16:31:45,3.34,40.2,30.3,59.4,67.2
2026-05-21 16:32:00,3.34,39.3,30.4,59.3,67.2
2026-05-21 16:32:15,3.33,34.3,30.4,59.3,67.2
2026-05-21 16:32:30,3.31,33.6,30.3,59.3,67.2
2026-05-21 16:32:45,3.30,34.2,30.1,59.4,67.2
2026-05-21 16:33:00,3.31,31.1,29.9,59.4,67.2
2026-05-21 16:33:15,3.31,39.5,29.8,59.4,67.2
2026-05-21 16:33:30,3.32,31.6,29.7,59.5,67.2
2026-05-21 16:33:45,3.30,37.5,29.5,59.5,67.2
2026-05-21 16:34:00,3.30,30.3,29.2,59.5,67.2
2026-05-21 16:34:15,3.28,32.2,29.1,59.5,67.2
2026-05-21 16:34:30,3.27,37.5,28.9,59.5,67.2
2026-05-21 16:34:45,3.26,38.8,28.8,59.5,67.2
2026-05-21 16:35:00,3.25,36.4,28.7,59.6,67.2
2026-05-21 16:35:15,3.24,41.5,28.7,59.5,67.2
2026-05-21 16:35:30,3.24,34.3,28.9,59.5,67.2
2026-05-21 16:35:45,3.22,30.7,28.9,59.5,67.2
2026-05-21 16:36:00,3.20,32.5,28.9,59.5,67.3
2026-05-21 16:36:15,3.19,39.7,29.1,59.4,67.2
2026-05-21 16:36:30,3.19,41.4,29.3,59.4,67.3
2026-05-21 16:36:45,3.18,31.1,29.2,59.4,67.3
2026-05-21 16:37:00,3.17,43.5,29.1,59.4,67.3
2026-05-21 16:37:15,3.18,34.4,29.1,59.5,67.3
2026-05-21 16:37:30,3.18,37.3,29.1,59.5,67.3
2026-05-21 16:37:45,3.17,33.9,28.9,59.5,67.3
2026-05-21 16:38:00,3.17,35.9,28.7,59.6,67.3
2026-05-21 16:38:15,3.18,31.4,28.6,59.6,67.3
2026-05-21 16:38:30,3.18,35.4,28.4,59.6,67.2
2026-05-21 16:38:45,3.18,38.4,28.3,59.6,67.3
2026-05-21 16:39:00,3.16,38.6,27.9,59.7,67.3
2026-05-21 16:39:15,3.15,28.5,27.9,59.6,67.3
2026-05-21 16:39:30,3.13,36.4,27.7,59.6,67.2
2026-05-21 16:39:45,3.13,38.3,27.9,59.6,67.3
2026-05-21 16:40:00,3.12,30.9,27.9,59.5,67.3
2026-05-21 16:40:15,3.11,35.5,28.1,59.4,67.3
2026-05-21 16:40:30,3.12,32.6,28.4,59.4,67.3
2026-05-21 16:40:45,3.10,29.3,28.7,59.3,67.3
2026-05-21 16:41:00,3.08,40.0,28.7,59.3,67.4
2026-05-21 16:41:15,3.11,30.8,29.0,59.3,67.4
2026-05-21 16:41:30,3.10,36.0,29.0,59.3,67.4
2026-05-21 16:41:45,3.10,34.7,28.9,59.4,67.4
2026-05-21 16:42:00,3.10,37.4,28.8,59.4,67.4
2026-05-21 16:42:15,3.10,31.0,28.6,59.4,67.3
2026-05-21 16:42:30,3.12,32.2,28.4,59.5,67.3
2026-05-21 16:42:45,3.10,33.8,28.0,59.5,67.3
2026-05-21 16:43:00,3.11,31.4,27.9,59.5,67.2
2026-05-21 16:43:15,3.11,32.0,27.7,59.6,67.2
2026-05-21 16:43:30,3.10,36.2,27.3,59.6,67.2
2026-05-21 16:43:45,3.11,36.6,27.2,59.7,67.2
2026-05-21 16:44:00,3.11,33.0,27.1,59.7,67.2
2026-05-21 16:44:15,3.10,33.2,26.8,59.7,67.2
2026-05-21 16:44:30,3.10,33.6,26.8,59.6,67.2
2026-05-21 16:44:45,3.08,32.7,26.9,59.6,67.2
2026-05-21 16:45:00,3.07,29.2,27.0,59.6,67.2
2026-05-21 16:45:15,3.07,30.1,27.2,59.5,67.2
2026-05-21 16:45:30,3.07,35.0,27.6,59.5,67.2
2026-05-21 16:45:45,3.06,33.2,27.6,59.5,67.2
2026-05-21 16:46:00,3.07,31.8,28.0,59.4,67.3
2026-05-21 16:46:15,3.07,36.2,28.1,59.4,67.3
2026-05-21 16:46:30,3.06,26.6,28.0,59.4,67.3
2026-05-21 16:46:45,3.08,34.5,28.3,59.4,67.3
2026-05-21 16:47:00,3.08,25.0,28.1,59.5,67.3
2026-05-21 16:47:15,3.08,43.1,27.9,59.5,67.3
2026-05-21 16:47:30,3.08,36.6,27.7,59.5,67.3
2026-05-21 16:47:45,3.09,34.6,27.4,59.6,67.2
2026-05-21 16:48:00,3.09,32.7,27.1,59.6,67.2
2026-05-21 16:48:15,3.07,33.2,26.9,59.7,67.2
2026-05-21 16:48:30,3.07,36.7,26.6,59.8,67.2
2026-05-21 16:48:45,3.08,41.6,26.6,59.8,67.2
2026-05-21 16:49:00,3.07,29.3,26.5,59.8,67.2
2026-05-21 16:49:15,3.07,37.0,26.5,59.7,67.2
2026-05-21 16:49:30,3.04,32.3,26.4,59.7,67.2
2026-05-21 16:49:45,3.05,35.1,26.5,59.7,67.2
2026-05-21 16:50:00,3.04,30.2,26.7,59.6,67.2
2026-05-21 16:50:15,3.06,33.9,27.0,59.6,67.2
2026-05-21 16:50:30,3.05,26.4,27.2,59.6,67.2
2026-05-21 16:50:45,3.06,30.1,27.5,59.5,67.2
2026-05-21 16:51:00,3.04,32.2,27.8,59.4,67.2
2026-05-21 16:51:15,3.03,38.2,27.7,59.3,67.3
2026-05-21 16:51:30,3.06,35.1,28.0,59.4,67.3
2026-05-21 16:51:45,3.04,30.3,27.7,59.4,67.3
2026-05-21 16:52:00,3.06,34.4,27.7,59.5,67.3
2026-05-21 16:52:15,3.07,33.7,27.5,59.6,67.3
2026-05-21 16:52:30,3.07,35.2,27.2,59.6,67.3
2026-05-21 16:52:45,3.05,31.3,26.9,59.7,67.2
2026-05-21 16:53:00,3.05,30.8,26.8,59.6,67.2
2026-05-21 16:53:15,3.05,31.6,26.6,59.6,67.2
2026-05-21 16:53:30,3.04,34.3,26.5,59.6,67.2
2026-05-21 16:53:45,3.04,32.6,26.5,59.7,67.2
2026-05-21 16:54:00,3.06,38.1,26.6,59.7,67.2
2026-05-21 16:54:15,3.01,38.8,26.4,59.7,67.2
2026-05-21 16:54:30,3.02,24.4,26.5,59.6,67.2
2026-05-21 16:54:45,3.01,38.9,26.7,59.5,67.2
2026-05-21 16:55:00,3.03,31.5,26.9,59.5,67.2
2026-05-21 16:55:15,3.03,29.0,27.1,59.5,67.2
2026-05-21 16:55:30,3.03,36.1,27.2,59.5,67.3
2026-05-21 16:55:45,3.03,35.8,27.4,59.5,67.2
2026-05-21 16:56:00,3.04,29.1,27.6,59.4,67.2
2026-05-21 16:56:15,3.04,32.9,27.7,59.4,67.3
2026-05-21 16:56:30,3.03,35.0,27.6,59.4,67.3
