17:06,0,1.0
17:11,1,1.0
17:16,2,1.0
17:21,3,1.0
17:26,4,1.0
17:31,5,1.0
17:36,6,1.0
17:41,7,1.0
17:46,8,1.0
17:51,9,1.0
17:56,10,1.0
18:01,11,1.0
18:06,12,1.0
18:11,13,1.0
18:16,14,1.0
18:21,15,1.0
18:26,16,1.0
18:31,17,1.0
18:36,18,1.0
18:41,19,1.0
18:46,20,1.0
18:51,21,1.0
18:56,22,1.0
19:01,23,1.0
19:06,24,1.0
19:11,25,1.0
19:16,26,1.0
19:21,27,1.0
19:27,28,1.0
19:32,29,1.0
19:37,30,1.0
19:42,31,1.0
19:47,32,1.0
19:52,33,1.0
19:57,34,1.0
20:02,35,1.0
20:07,36,1.0
20:12,37,1.0
20:17,38,1.0
20:22,39,1.0
20:27,40,1.0
20:32,41,1.0
20:37,42,1.0
20:42,43,1.0
20:47,44,1.0
20:52,45,1.0
20:57,46,1.0
21:02,47,1.0
21:07,48,1.0
21:12,49,1.0
21:17,50,1.0
21:22,51,1.0
21:27,52,1.0
21:32,53,1.0
21:37,54,1.0
21:42,55,1.0
21:48,56,1.0
21:53,57,1.0
21:58,58,1.0
22:03,59,1.0
