Ts_L4,T_return,mf_return,P_l1,P_l2,P_l3,P_l4,u_tb
74.5124296830919,64.8493389457821,4.2552799910847,-43225.0526379574,-40855.2524723166,-43826.538217217,-41632.3329789726,74.7374586053403
74.5423717523311,64.8487799667251,4.24383685382638,-43235.7415690931,-40909.8097830879,-43799.6992511675,-41674.2962022038,74.7351741120144
74.5394360093852,64.848894820675,4.24730949513387,-43296.2316101904,-40891.8250711031,-43839.2310846723,-41676.0704421843,74.7123334147026
74.5166346015026,64.8493281593699,4.26077249823321,-43275.676092009,-40997.2983158342,-43802.3752369715,-41759.6890624158,74.7643198459174
74.568842643922,64.8486259318074,4.23041591450785,-43181.4265929149,-40785.5005996475,-43890.9676933153,-41685.2718993748,74.7551088109879
74.5593962477843,64.8485103529546,4.23249137808446,-43193.4438264039,-40817.0773083407,-43780.4584052359,-41668.3246109131,74.7346394078474
74.5385955623275,64.8487643422702,4.24828712586133,-43283.2015434754,-40934.8591105714,-43824.1311070662,-41687.4256476837,74.6971570822167
74.5011072681791,64.849595242918,4.26127294511079,-43240.0631268094,-40896.0092346718,-43759.4185344549,-41674.9958727885,74.7811560699819
74.5859227940223,64.8481094456931,3.66669079478496,-36040.4086181894,-38300.5020653574,-31914.2753585672,-40584.7334550096,74.7072175550678
74.5183370081883,64.8260040042722,3.6824844499357,-36078.6221008298,-38315.408597958,-31867.3025831893,-40478.0685824243,74.7074580888189
74.4915475963236,64.8263304194342,3.69389423704932,-36056.4743109189,-38301.2552475855,-31937.7179229349,-40507.9203024772,74.6952696417974
74.4754010071113,64.826710782289,3.69988807297364,-36037.162597736,-38298.3541782164,-31933.6651931484,-40523.3084452836,74.7530662517395
74.5322927503819,64.825669536748,3.6780342789549,-36077.2941362997,-38268.0249978571,-31950.3400684982,-40509.4558799325,74.7350188718706
74.5135799378381,64.8260119585799,3.68566096544068,-36024.8558021979,-38302.7320953271,-31979.2092291327,-40510.981481443,74.7385194272122
74.5170237873766,64.8259710413686,3.68413695677707,-36081.9587736757,-38257.8368270505,-31948.8107342642,-40523.3913302369,74.7204536699047
74.4992105614091,64.8262827009753,3.69278320452263,-36116.1896640356,-38305.3478740029,-31918.5096205266,-40540.4915478289,74.744612997785
74.5232762121477,64.8259348743597,3.68248840545259,-36119.1302751632,-38300.7908593634,-31881.4128149989,-40541.665257708,74.7279059599099
74.5066897842178,64.8261808214862,3.68653950860879,-36070.2671747244,-38263.2590390602,-31890.8094224299,-40519.4490042613,74.733767685706
74.5125974652501,64.8259643334843,3.68837472480169,-36097.3806513953,-38323.2265796668,-31969.4766388536,-40524.8372069695,74.7392118635171
74.5176863895147,64.8260748492397,3.68619214115754,-36099.6865911493,-38374.3935692246,-31955.2590453686,-40474.8882067743,74.7166857032163
74.4954972663167,64.8264569248865,4.24508762553844,-44230.9313212304,-37897.0019828082,-49047.0571747211,-38116.5412297371,74.7693878507172
74.5375340302678,64.8485545216055,4.23808000317822,-44255.0743750045,-37956.6683538395,-49060.2607711672,-38153.9403952281,74.7054426465314
74.5008969548607,64.8492873089956,4.24765708337453,-44103.9336464467,-37910.0170973914,-48992.5307054119,-38074.805107287,74.7383043445593
74.5390702885738,64.8483786167231,4.23580957946635,-44231.1792843794,-37949.6158356185,-49047.5505642929,-38067.1767887486,74.7140462497212
74.5147976666935,64.848952761903,4.24285309016949,-44114.5887848903,-37957.0394635658,-48993.5638171958,-38066.0064873471,74.7440141572836
74.5452640865352,64.8483215145615,4.235331361523,-44265.9529049643,-37974.7782946313,-48997.9140560685,-38148.2081657369,74.717615106345
74.5184232605141,64.848977433783,4.24392746495254,-44154.9624829433,-37933.6391414671,-48962.6204215543,-38186.5992976901,74.6989686546689
74.5006880250823,64.8491268090736,4.24938262141687,-44168.0880604757,-37900.6128780246,-48965.7982739521,-38106.0138573451,74.742078547706
74.5436640300694,64.8483580632372,4.23284031507969,-44220.1467978999,-37958.025889003,-49009.7000360416,-38066.812514827,74.7357985415178
74.5366311392935,64.848568595992,4.23890551475453,-44255.3125369365,-37947.1999012912,-49022.2616195504,-38144.6795982761,74.702498180496
74.5036041648798,64.8491931697411,4.24980168111436,-44182.3302474931,-37944.3624291272,-48981.7087523715,-38099.2977949192,74.7241550436875
74.5257232925925,64.8487009091555,4.24192129416769,-44197.1311247874,-37909.5680363039,-49083.4754641417,-38110.3134011826,74.7107645322524
74.5121519530056,64.8489970891943,3.8961256386381,-37741.6531867245,-42743.5607062698,-36727.0925878569,-37799.1735573207,74.7378781330738
74.5463215720761,64.8345632466905,3.87323956510951,-37755.0214609026,-42629.7134492347,-36625.8210205451,-37832.374384593,74.7467752224221
74.5362858431925,64.834555477452,3.8812332121887,-37775.3666367342,-42718.6377403804,-36722.0413892788,-37823.3043000692,74.7514642212723
74.5373755040088,64.8347490033483,3.87558704650437,-37727.3240239763,-42695.8866908883,-36630.9598266061,-37776.5923395621,85.1886804210215
84.7216507198598,64.6609096177484,1.86402839674645,-37766.3250934321,-42648.3220503813,-36633.5466458802,-37811.7310788611,85.1946026862201
84.7188511847964,64.65887918511,1.87704100501152,-37728.4490978546,-42779.6945837195,-36625.4901300634,-37861.1600040256,85.1826331799816
84.6583717875011,64.6603742303154,1.88217442329583,-37805.3821241446,-42769.9808537789,-36657.607640539,-37763.3013260968,85.177761646101
84.6445641416104,64.6606990049257,1.88228592086783,-37699.574660584,-42781.6759353014,-36663.234200402,-37775.5636765355,85.2433138882916
84.6969752075955,64.6596486402208,1.87779305418057,-37785.4998252862,-42770.3986770834,-36585.2880225636,-37863.5160044443,85.1777221552187
84.656871706643,64.6604261448925,1.88119085965374,-37729.598070796,-42751.755995301,-36621.9919640127,-37785.1800814341,85.2128786003198
84.6739135470238,64.6599459487257,1.87925414037388,-37774.8409094498,-42711.1811965851,-36649.2640469619,-37785.3433752516,85.2044431738928
84.6723171718674,64.6600183607915,1.8785309620067,-37757.1822704375,-42678.3652069896,-36658.4845667565,-37731.8583974106,85.1886583773329
84.6581875541432,64.6600481341474,1.90264436892551,-37555.3295822502,-40583.0322422008,-36381.5368575619,-42179.4579779657,85.2362633772495
84.7052208296233,64.6634114561629,1.89839635233059,-37472.6530759542,-40511.7535221115,-36412.4387789625,-42280.9792736108,85.2123968796038
84.6944168371463,64.663563353535,1.90209900480136,-37594.3390777284,-40580.2265359636,-36420.0790204051,-42278.222926582,85.235767865077
84.7122969286287,64.6637266722135,1.89716309270762,-37606.4420897993,-40529.7067229231,-36367.8677772549,-42116.6887262049,85.185692697358
84.6747094468205,64.663737551907,1.90279681641447,-37580.1020350517,-40615.4954131023,-36400.3129866675,-42166.7580424218,85.2080350270892
84.6842413388587,64.6639561838239,1.90141767782459,-37610.8029578727,-40566.9309131445,-36379.8857010356,-42193.1172589945,85.1784170015513
84.6646627359937,64.6642101459153,1.90228461342309,-37563.5213087405,-40600.5052439481,-36308.7696342557,-42174.2908293641,85.1792614918909
84.6602754494507,64.6640963076141,1.90337630676614,-37597.8937758002,-40546.6646306772,-36336.4616275072,-42232.0777846864,85.1923152987815
84.6708518490854,64.6640741689222,1.9007483541015,-37465.4556801888,-40566.323353278,-36372.8265498839,-42179.6831207777,85.2473450969282
84.7186755350244,64.6630427236434,1.89602190283855,-37532.6120920819,-40603.8918350168,-36297.7345119641,-42156.5335745248,85.2263790713028
84.708961942946,64.6631837318713,1.89626757557987,-37533.9674194955,-40508.9574440327,-36306.7662416134,-42157.4568713098,85.2140566251254
84.6959581809665,64.6631742832511,1.90007012922937,-37592.4920293963,-40513.6077800678,-36344.0471559044,-42270.1666217111,85.2628246657617
84.7357507771635,64.6629451667754,1.96423671808838,-40677.3422435968,-41173.6346705351,-40335.3655953143,-40198.6354666651,85.2275979529246
84.7059124143011,64.6750870923427,1.96776842148893,-40623.8904741921,-41260.5415959178,-40392.8543899634,-40153.6556912355,85.2109960285717
84.7017154085286,64.6751731554996,1.96815131028162,-40587.6364011753,-41339.9550013271,-40298.4271198972,-40210.4319320168,85.1932430065965
84.6876718780496,64.6754029475724,1.96985530345503,-40653.9270403213,-41250.2134700755,-40387.5859441479,-40163.5753545578,85.2474133022511
84.7299462475972,64.6747587051566,1.96416158365243,-40595.4395592536,-41236.9163157018,-40360.8758227131,-40180.2305749105,85.2092576534869
84.7068701604713,64.6750739110609,1.96590661777065,-40599.9347099122,-41189.2732068878,-40318.8718603218,-40164.0460985358,85.2028117015833
84.6954105202883,64.6749763398374,1.96689395879058,-40610.7053653114,-41177.4593432504,-40372.0866706426,-40119.3404000516,85.1908193298903
84.6843602041307,64.6751592300942,1.97059200334258,-40617.7884225541,-41328.1698522778,-40332.3235708729,-40214.3778980011,85.1927028202035
84.6838295856438,64.6756068218786,1.96827752445199,-40576.6068549085,-41167.1443403148,-40344.5935712949,-40214.8516522944,85.1975526949889
84.6885403521829,64.6751558193109,1.96878510078548,-40595.1954712514,-41216.6045783916,-40414.7810048431,-40159.4516091807,85.2044645035893
84.6942858131864,64.6752444296445,1.96912201142267,-40636.1459957494,-41182.4850869178,-40417.2948989327,-40227.4834097402,85.1834146740991
84.6792912769224,64.6755978336943,1.96845985464697,-40600.6649093346,-41180.353867169,-40320.892165798,-40165.91894796,85.1992772666076
84.6885077847066,64.6750668163363,1.91831994800326,-39219.8384496577,-39675.9970146557,-38491.1088585949,-40825.5763293196,85.1959794336463
84.6891014378637,64.6668702320075,1.91873365305823,-39265.3340666202,-39633.8968687473,-38541.1640282893,-40789.6190475642,85.1821805275368
84.669003119348,64.6672135421283,1.91929101998824,-39224.4882352683,-39628.7154742854,-38476.5616540994,-40780.9013684537,85.2331112038615
84.708080708417,64.6662913458486,1.91862467670576,-39245.757949253,-39750.6825131517,-38547.1544015007,-40858.4595596987,85.1906922954369
84.6787728341299,64.6674382373723,1.91966950973301,-39197.4647347366,-39639.4605445183,-38581.6481116255,-40791.6241529184,85.1841910645112
84.6676350264752,64.6672256961918,1.92237934898217,-39277.2487249845,-39741.9228887214,-38511.4784894563,-40830.4632911887,85.187490861772
84.6693257995523,64.6675037035501,1.92108336675797,-39169.6318608772,-39703.6105829088,-38590.2667384301,-40807.9968989029,85.2135538701189
84.6906666888397,64.6669864966414,1.91775563531538,-39183.4670925346,-39691.3608299698,-38501.7173491678,-40803.1703770395,85.1834488255483
84.6700957685828,64.6671266032638,1.92109018776965,-39241.1241365593,-39753.2508287322,-38515.7403175555,-40753.9955878741,85.2443306377035
84.7165598803077,64.6665569620557,1.91683198236965,-39182.2251448219,-39719.1139199745,-38595.4530987702,-40829.6856625197,85.2118073796308
84.6986022130763,64.6669053658186,1.91858839934706,-39207.3049087788,-39770.3318207628,-38498.3569609891,-40809.8887768227,85.2161337266776
84.6970233492323,64.666874882153,1.91774471328274,-39207.2531812043,-39703.9934917272,-38533.2540330745,-40774.8428604131,85.2018859654634
84.6865423218856,64.666901665492,1.92000826719409,-39702.9266915109,-40124.4043898606,-39052.3343451481,-39436.2394918786,66.516890576493
66.119715809955,62.5802352447749,10.4641176404936,-39636.4274252554,-40074.8619478068,-39114.763890005,-39399.3670967365,66.4929821030173
66.341511374399,62.6601541630068,10.4641176404936,-39640.3915774559,-40086.3385361625,-39083.4123927131,-39459.6373248338,66.4615677494818
66.3832237263583,62.712799500326,10.4641176404936,-39604.3261518073,-40087.8075121204,-39048.3246018131,-39368.6536893539,66.4457906808514
66.3766391923874,62.7114005965007,10.4641176404936,-39621.4855030079,-40028.0213882773,-39107.2064412672,-39351.1637795417,66.4859616648671
66.4197724978216,62.7548408050991,10.4641176404936,-39658.9573581753,-40090.7772290257,-39094.9949819489,-39390.1005469713,66.4753825123362
66.4078229625656,62.7399306244558,10.4641176404936,-39574.4360446245,-40054.8599060105,-39105.4895606402,-39323.3001879404,66.5317924683392
66.4665743070977,62.8028316450649,10.4641176404936,-39553.0414940334,-39962.2435612383,-39095.1637480067,-39323.6928933703,66.5087426539285
66.4413255109983,62.780278308821,10.4641176404936,-39587.4561986384,-40097.2751223771,-39112.8933124274,-39412.2894394328,66.5207036078338
66.4533278052008,62.7859271440336,10.4641176404936,-39690.943632363,-39996.7590935871,-39126.1586859248,-39377.2379461812,66.4847619847131
66.4164677750056,62.7494918741526,10.4641176404936,-39635.4524433744,-40031.6940974435,-39113.1444764066,-39410.2083446322,66.4715816987657
66.4037219980272,62.736788199098,10.4641176404936,-39642.4819983192,-40107.5254261028,-39114.4929098057,-39401.2631005361,66.477875970676
66.4107022155436,62.7421076795601,10.4641176404936,-38680.2858727289,-41614.1953101004,-37903.078369404,-39729.2679448732,66.4958051828879
66.4297571250682,62.7690257404127,10.4641176404936,-38664.4286193454,-41582.8283419583,-37775.5615677161,-39743.1468651203,66.4932731546918
66.4264892529686,62.7693659037785,10.4641176404936,-38688.3886258255,-41683.4194719826,-37886.7063829383,-39777.3604690215,66.4657424443778
66.3973193997612,62.7338810202492,10.4641176404936,-38750.9544730127,-41729.6086588458,-37810.3060356787,-39707.1214142648,66.4716956754205
66.4046198466477,62.7421558923708,10.4641176404936,-38721.4194320841,-41598.6227459616,-37832.5901218888,-39764.1943054731,66.4935708791986
66.4272836564683,62.7667443228796,10.4641176404936,-38687.0856346066,-41580.6752654058,-37762.546092161,-39754.6852148718,66.4889772668868
66.4220332672127,62.7644524004911,10.4641176404936,-38718.786318776,-41664.4615076508,-37792.8396263508,-39769.1501782313,66.4322022289905
66.3630480595721,62.7016923220311,10.4641176404936,-38628.7368613651,-41593.7219641726,-37799.5731543547,-39754.1884629077,66.5149197812932
66.4501781492451,62.7929730545034,10.4641176404936,-38659.0969769328,-41620.1876674969,-37819.2867171837,-39734.8390042839,66.4635287077356
66.3950236714791,62.7362607346857,10.4641176404936,-38659.6732221282,-41561.231692088,-37791.2426950841,-39809.3992919987,66.4686632301455
66.4014837155818,62.7430098355073,10.4641176404936,-38668.6272031197,-41650.2634669395,-37802.7547023646,-39818.1020170174,66.4981182800101
66.431687370073,62.7705882158897,10.4641176404936,-38605.8322106459,-41643.8351713641,-37795.5260648906,-39719.8469103796,66.5022775694974
66.4356746202995,62.77856495694,10.4641176404936,-38993.7728922882,-40306.8159260346,-38154.6734573712,-41159.6968760745,66.4845397260228
66.4152835838279,62.7384965297297,10.4641176404936,-38924.62331968,-40254.9708751658,-38170.6169850412,-41183.8010702358,66.5421835117929
66.4765647195412,62.8018981607966,10.4641176404936,-38867.0491844683,-40367.5648917818,-38133.7613902806,-41215.1831840454,66.4792093933005
66.4102179228426,62.7342932742255,10.4641176404936,-38943.3395227951,-40363.4956829773,-38046.6633417276,-41253.1814839347,66.4928146425761
66.4257406655855,62.7493741821473,10.4641176404936,-38945.001074679,-40343.2796633521,-38134.4879561042,-41122.7784707191,66.4397325974559
66.3710683544714,62.6960711607885,10.4641176404936,-38938.847549792,-40309.3279426,-38152.3595939272,-41153.1859728392,66.49716386339
66.4315128377478,62.7564500434328,10.4641176404936,-38932.3648358679,-40300.9727767141,-38108.0234436045,-41220.9724373549,66.4499510232049
66.3815802153978,62.7062211081497,10.4641176404936,-38872.2821412887,-40304.1148938986,-38204.8224867953,-41176.3908300262,66.54774107138
66.4832576842134,62.8081213326898,10.4641176404936,-38932.0314369839,-40324.0043429537,-38074.2440014473,-41166.4091241078,66.470684949887
66.4016009812026,62.727674406358,10.4641176404936,-38910.7895674607,-40347.5625729854,-38177.5429022318,-41185.3206322656,66.4335090089725
66.3646848301718,62.6879021795941,10.4641176404936,-38930.5720810722,-40344.8478322556,-38163.8658832791,-41204.0601297514,66.5448373635453
66.4805463628858,62.8032602360321,10.4641176404936,-38894.7819819856,-40310.8089370634,-38194.1148671252,-41205.6771727867,66.4586333719407
66.3893044394317,62.7128906140035,10.4641176404936,-39989.6599287064,-40772.4192694212,-39488.5303257674,-39961.8403074197,66.4818726845582
66.4124753359238,62.6991493443739,10.4641176404936,-39929.8228403505,-40829.6480168567,-39514.8176593417,-39970.4614280992,66.5181317883946
66.4516923365821,62.7379812909043,10.4641176404936,-39936.5140271277,-40746.9232363452,-39468.4239562349,-39944.4011645142,66.524460665906
66.4578743372273,62.7475791599107,10.4641176404936,-39908.7405774216,-40807.3972306097,-39474.2335214017,-40036.0315984162,66.5062839704126
66.4383033498645,62.724907765162,10.4641176404936,-39886.4813289951,-40743.680174425,-39440.4960183435,-39896.9287985204,66.5278768946515
66.4616793420497,62.754345878728,10.4641176404936,-39903.5114445286,-40789.1853376097,-39496.9382735036,-39907.8203129664,66.5150461382526
66.4473180672909,62.7368972404975,10.4641176404936,-39845.8216557445,-40804.0797976891,-39468.8482529271,-40004.9702879906,66.5106082333524
66.4430473286293,62.7320380450029,10.4641176404936,-39879.6399534089,-40802.8587626432,-39449.4993618057,-39975.0614906343,66.4740441851854
66.4057116947068,62.6950641789514,10.4641176404936,-39934.5990629162,-40798.9153741477,-39394.5920252574,-39974.5379757448,84.2879451724872
84.1609578270975,64.6750649442012,1.98763818247893,-39907.2703560113,-40738.2396916776,-39395.2837897759,-39942.4662008776,84.2495250881039
83.8659421088105,64.6839557692034,2.02789972470144,-39883.6053724823,-40815.2997106804,-39456.9463094635,-39968.2714113027,84.2764187416189
83.805064649755,64.6854367574535,2.03402082348591,-39972.2562916857,-40756.3419270413,-39462.9977766332,-40026.4397196329,84.2031394960164
83.7348097924094,64.6867528929474,2.01364337559996,-39037.0724522331,-40122.4599258624,-38366.3726773288,-40453.3058202947,84.2429484709432
83.7559442478213,64.68210764829,2.0092665677316,-39015.4646557188,-40078.6916545692,-38326.8890131946,-40445.3410823766,84.2411345505067
83.7558861604059,64.6818464510709,2.01066211621875,-39049.8854470516,-40106.5649409605,-38382.7784860502,-40419.2701945502,84.2575768312633
83.7671355095382,64.6818577302663,2.00729583920162,-39042.0548944027,-40056.3710076028,-38336.783020245,-40362.9946458826,84.2631997230996
83.7737285401805,64.6814151051262,2.009261406742,-39104.7041545309,-40104.3832799083,-38373.0560263584,-40423.748861527,84.2209649765286
83.7392525845198,64.6823712509812,2.01278024178279,-39065.8540942689,-40098.5945674307,-38355.2748250241,-40449.0863783051,84.24941116152
83.7569335418227,64.6820606306129,2.01067190967631,-39040.1994035245,-40089.5322550028,-38365.3088508541,-40489.2036250214,84.2596470822563
83.7695404633614,64.681864681488,2.0070949701035,-39026.3137368514,-40064.3721521532,-38286.7210041031,-40422.6335372519,70.3450364581806
69.9523830115766,64.9147811083029,7.6229660927078,-39071.1195453318,-40153.2890910507,-38351.3264882853,-40393.2156299967,70.3324884312109
70.1822828348737,64.9118797132848,7.2762143091558,-39034.6735292613,-40097.211829791,-38352.7256909647,-40479.4196738176,70.335623442156
70.2252903985811,64.9110592424234,7.21493204770609,-39028.294899225,-40080.5435255356,-38340.8443590409,-40425.7027617657,70.342023458591
70.2366814516819,64.9107836779537,7.2030144859365,-39156.5809052093,-40088.5872376891,-38294.3244813122,-40432.5080154504,70.3365971908143
70.2316392709045,64.9109223689422,7.22652351349864,-39375.8420702085,-40420.3202691541,-38747.4320903155,-39823.4283188844,70.3144352494331
