15:26,0,67769.63,32140.648
15:31,1,67769.63,32140.648
15:36,2,67769.63,32140.648
15:41,3,67769.63,32140.648
15:46,4,60000.0,26566.646
15:51,5,60000.0,26726.219
15:56,6,60000.0,26953.855
16:01,7,60000.0,27294.662
16:06,8,67097.22,27610.047
16:11,9,73405.36,27871.787
16:16,10,93182.664,27896.844
16:21,11,101004.87,27746.127
16:26,12,118523.91,28707.174
16:31,13,104269.71,27159.28
16:36,14,109191.57,28549.635
16:41,15,109118.5,29225.838
16:46,16,93310.35,29014.717
16:51,17,89823.15,29137.61
16:56,18,90681.94,29628.238
17:01,19,91167.9,29215.78
17:06,20,94216.33,28707.633
17:11,21,90211.28,38000.0
17:16,22,86435.48,38000.0
17:21,23,88924.85,38000.0
17:26,24,102391.17,38000.0
17:31,25,105081.055,38000.0
17:36,26,100379.164,38000.0
17:41,27,75492.2,38000.0
17:46,28,74516.98,38000.0
17:51,29,87400.336,38000.0
17:56,30,76821.38,38000.0
18:01,31,76350.66,38000.0
18:06,32,91256.9,38000.0
18:11,33,75760.04,38000.0
18:16,34,98041.94,38000.0
18:21,35,95607.46,38000.0
18:26,36,100896.555,38000.0
18:31,37,92476.77,38000.0
18:36,38,104480.68,38000.0
18:41,39,97874.945,38000.0
18:46,40,109734.26,38000.0
18:51,41,100189.99,38000.0
18:56,42,90220.945,38000.0
19:01,43,98231.7,38000.0
19:06,44,102593.695,22626.27
19:11,45,99652.64,22316.604
19:16,46,96672.71,23127.451
19:21,47,102753.69,22760.906
19:26,48,77597.92,22575.904
19:31,49,85028.97,23231.285
19:36,50,69041.74,22129.96
19:41,51,71329.734,22255.037
19:46,52,77119.81,22286.965
19:51,53,77417.65,22534.025
19:56,54,76137.15,22371.541
20:01,55,72575.86,22103.555
20:06,56,78801.125,22289.715
20:11,57,80831.71,22457.086
20:16,58,80059.87,22486.387
20:21,59,79351.54,22517.629
