00:32,0,-32000.0,-32000.0,-32000.0,-32000.0,70.5,70.0
00:37,1,-32000.0,-32000.0,-32000.0,-32000.0,70.5,70.0
00:42,2,-32000.0,-32000.0,-32000.0,-32000.0,70.5,70.0
00:47,3,-32000.0,-32000.0,-32000.0,-32000.0,70.5,70.0
00:52,4,-34768.16,-29492.518,-33373.68,-28261.373,69.69987,71.9498
00:57,5,-34825.535,-29532.07,-33367.33,-28344.625,68.13297,71.48465
01:02,6,-34770.992,-29522.145,-33338.367,-28332.258,67.41279,67.108055
01:07,7,-34784.33,-29505.9,-33364.723,-28297.797,67.95054,67.1883
01:15,8,-34768.434,-29531.264,-33428.723,-28251.686,67.95054,67.1883
01:17,9,-34764.344,-29530.23,-33367.543,-28274.719,70.980865,68.27521
01:23,10,-29791.203,-41814.91,-28347.982,-29672.674,70.980865,68.27521
01:27,11,-29777.002,-41762.7,-28315.012,-29664.066,70.60594,71.01007
01:33,12,-29721.113,-41793.676,-28335.3,-29566.342,70.60594,71.01007
01:39,13,-29793.354,-41799.074,-28283.992,-29641.486,70.60594,71.01007
01:42,14,-29683.234,-41817.676,-28257.791,-29655.385,72.371765,67.70387
01:47,15,-29732.592,-41756.164,-28361.895,-29641.012,70.63238,67.55064
01:52,16,-29867.166,-41858.61,-28221.096,-29566.344,73.75194,67.37552
01:57,17,-29770.729,-41829.008,-28279.84,-29657.639,73.41333,71.84212
02:02,18,-29819.258,-41814.383,-28270.691,-29597.518,73.66063,67.2048
02:07,19,-29788.72,-41834.836,-28321.602,-29663.922,72.789024,71.553116
02:12,20,-29749.344,-41748.434,-28291.316,-29622.02,73.23972,71.58965
02:17,21,-29810.305,-41846.883,-28299.871,-29611.742,73.93159,71.614426
02:22,22,-30368.13,-37162.08,-28564.04,-40877.387,75.0,71.44481
02:27,23,-30322.117,-37146.02,-28506.281,-40954.13,72.28779,71.27149
02:32,24,-30348.521,-37181.85,-28478.264,-40931.633,72.642044,71.65862
02:37,25,-30375.256,-37166.45,-28458.89,-40933.902,73.0886,67.260376
02:42,26,-30381.834,-37158.188,-28471.959,-40901.91,75.0,71.781784
02:47,27,-30301.803,-37185.31,-28450.986,-40925.703,75.0,71.836296
02:52,28,-30378.803,-37199.63,-28489.09,-40965.727,70.4082,71.60224
02:57,29,-30358.469,-37155.26,-28452.43,-40898.637,70.04895,71.66389
03:02,30,-30363.38,-37235.03,-28438.383,-41023.363,75.0,71.80839
03:07,31,-30393.012,-37193.492,-28436.322,-40876.105,75.0,71.75866
03:12,32,-30384.184,-37093.49,-28486.271,-40918.168,75.0,71.835785
03:17,33,-30367.379,-37230.457,-28501.615,-40920.27,75.0,71.8429
03:22,34,-38214.258,-35827.176,-38815.04,-36617.562,73.698265,71.982056
03:27,35,-38295.754,-35762.402,-38855.344,-36668.24,70.71901,71.47028
03:32,36,-38128.133,-35911.625,-38792.18,-36645.85,69.19778,69.56937
03:37,37,-38233.87,-35905.04,-38792.055,-36721.027,68.01769,67.65228
03:42,38,-38225.05,-35855.254,-38826.54,-36632.332,69.608986,72.0
03:47,39,-38235.742,-35909.81,-38799.7,-36674.297,70.37334,71.58814
03:52,40,-38296.23,-35891.824,-38839.23,-36676.07,71.69735,71.37408
03:57,41,-38275.676,-35997.297,-38802.375,-36759.688,71.486465,71.47228
04:02,42,-38181.426,-35785.5,-38890.97,-36685.273,71.485664,71.562004
04:07,43,-38193.445,-35817.08,-38780.457,-36668.324,71.50001,71.61182
04:12,44,-38283.203,-35934.86,-38824.133,-36687.426,71.46737,71.64654
04:17,45,-38240.062,-35896.008,-38759.418,-36674.996,71.47619,71.67024
04:22,46,-31040.408,-33300.504,-26914.275,-35584.734,71.53244,71.26401
04:27,47,-31078.623,-33315.41,-26867.303,-35478.07,71.5124,71.7406
04:32,48,-31056.475,-33301.254,-26937.719,-35507.92,71.42754,71.761765
04:37,49,-31037.162,-33298.355,-26933.666,-35523.31,73.35777,71.66698
04:42,50,-31077.295,-33268.023,-26950.34,-35509.457,73.05809,67.431564
04:47,51,-31024.855,-33302.73,-26979.209,-35510.98,71.009636,67.36061
04:52,52,-31081.959,-33257.836,-26948.81,-35523.39,70.93703,67.27431
04:57,53,-31116.19,-33305.348,-26918.51,-35540.492,70.96757,67.26323
05:02,54,-31119.13,-33300.79,-26881.412,-35541.664,71.09811,67.3319
05:07,55,-31070.268,-33263.258,-26890.809,-35519.45,73.32753,67.441246
05:12,56,-31097.38,-33323.227,-26969.477,-35524.836,73.87159,67.36813
05:17,57,-31099.688,-33374.395,-26955.26,-35474.887,74.28005,67.38384
05:22,58,-31097.38,-33323.227,-26969.477,-35524.836,74.7378,67.45953
05:27,59,-31099.688,-33374.395,-26955.26,-35474.887,75.0,69.28746
