00:32,0,67769.63,32140.648
00:37,1,67769.63,32140.648
00:42,2,67769.63,32140.648
00:47,3,67769.63,32140.648
00:52,4,80394.55,38000.0
00:57,5,65796.95,37070.996
01:02,6,60000.0,22000.0
01:07,7,63322.797,22000.0
01:15,8,63322.797,22000.0
01:17,9,134890.33,24869.287
01:23,10,134890.33,24869.287
01:27,11,116649.164,37616.03
01:33,12,116649.164,37616.03
01:39,13,116649.164,37616.03
01:42,14,115113.6,22557.264
01:47,15,88774.33,22776.969
01:52,16,131996.0,24417.346
01:57,17,147000.0,36241.66
02:02,18,137786.94,22000.0
02:07,19,125716.266,36846.137
02:12,20,128977.945,36554.03
02:17,21,133741.9,36133.57
02:22,22,144852.95,35503.29
02:27,23,106486.51,35420.906
02:32,24,101545.88,36722.85
02:37,25,109856.766,22594.014
02:42,26,120463.31,38000.0
02:47,27,117195.88,38000.0
02:52,28,77959.95,37178.383
02:57,29,72802.7,37411.516
03:02,30,109160.586,38000.0
03:07,31,107576.37,38000.0
03:12,32,106088.56,38000.0
03:17,33,104942.35,37721.527
03:22,34,94433.66,38000.0
03:27,35,71671.03,36257.78
03:32,36,60000.0,29756.879
03:37,37,60000.0,23472.037
03:42,38,95723.89,37737.734
03:47,39,120780.62,37769.137
03:52,40,147000.0,37051.188
03:57,41,147000.0,36914.523
04:02,42,147000.0,37242.543
04:07,43,147000.0,37411.938
04:12,44,147000.0,37663.535
04:17,45,147000.0,37705.797
04:22,46,147000.0,36053.484
04:27,47,147000.0,37821.883
04:32,48,147000.0,38000.0
04:37,49,142379.17,38000.0
04:42,50,120554.87,22486.264
04:47,51,88147.85,22404.152
04:52,52,79449.07,22676.24
04:57,53,82641.875,23191.053
05:02,54,88890.414,22635.592
05:07,55,108490.72,22316.637
05:12,56,114160.516,22714.455
05:17,57,120182.57,22000.0
05:22,58,122240.87,22000.0
05:27,59,124692.87,29941.008
