13:02,0,0.0
13:07,1,0.0
13:12,2,0.0
13:17,3,0.0
13:22,4,1.0
13:27,5,1.0
13:32,6,1.0
13:37,7,1.0
13:42,8,1.0
13:48,9,1.0
13:53,10,1.0
13:58,11,1.0
14:03,12,1.0
14:08,13,1.0
14:13,14,1.0
14:18,15,1.0
14:23,16,1.0
14:28,17,1.0
14:33,18,1.0
14:38,19,1.0
14:43,20,1.0
14:48,21,1.0
14:53,22,1.0
14:58,23,1.0
15:03,24,1.0
15:08,25,1.0
15:13,26,1.0
15:18,27,1.0
15:23,28,1.0
15:28,29,1.0
15:33,30,1.0
15:38,31,1.0
15:43,32,1.0
15:48,33,1.0
15:53,34,1.0
15:58,35,1.0
16:03,36,1.0
16:08,37,1.0
16:14,38,1.0
16:19,39,1.0
16:24,40,1.0
16:29,41,1.0
16:34,42,1.0
16:39,43,1.0
16:44,44,1.0
16:49,45,1.0
16:54,46,1.0
16:59,47,1.0
17:04,48,1.0
17:09,49,1.0
17:14,50,1.0
17:19,51,1.0
17:24,52,1.0
17:29,53,1.0
17:34,54,1.0
17:39,55,1.0
17:44,56,1.0
17:49,57,1.0
17:54,58,1.0
17:59,59,1.0
