"Time","FT401","Pel_S400","Pth_S400","TT401","TT402"
2026-06-11 09:00:15,2.63,29.6,23.3,59.6,67.3
2026-06-11 09:00:30,2.64,30.8,23.6,59.6,67.4
2026-06-11 09:00:45,2.63,39.2,23.6,59.6,67.4
2026-06-11 09:01:00,2.63,31.8,23.9,59.6,67.5
2026-06-11 09:01:15,2.62,39.7,24.1,59.6,67.6
2026-06-11 09:01:30,2.62,28.7,24.3,59.6,67.6
2026-06-11 09:01:45,2.63,37.3,24.5,59.6,67.6
2026-06-11 09:02:00,2.62,28.2,24.7,59.6,67.8
2026-06-11 09:02:15,2.61,40.1,24.8,59.6,67.8
2026-06-11 09:02:30,2.62,39.6,24.8,59.6,67.9
2026-06-11 09:02:45,2.63,39.6,25.1,59.7,67.9
2026-06-11 09:03:00,2.64,35.4,25.5,59.7,68.0
2026-06-11 09:03:15,2.64,36.7,25.7,59.7,68.1
2026-06-11 09:03:30,2.65,30.8,25.9,59.6,68.1
2026-06-11 09:03:45,2.65,42.4,26.3,59.6,68.2
2026-06-11 09:04:00,2.66,33.6,26.5,59.6,68.2
2026-06-11 09:04:15,2.66,39.0,26.9,59.5,68.3
2026-06-11 09:04:30,2.67,34.5,27.3,59.5,68.4
2026-06-11 09:04:45,2.68,38.8,27.4,59.5,68.4
2026-06-11 09:05:00,2.70,35.2,27.8,59.5,68.5
2026-06-11 09:05:15,2.69,34.4,27.8,59.5,68.5
2026-06-11 09:05:30,2.69,31.1,27.9,59.6,68.5
2026-06-11 09:05:45,2.69,35.3,27.9,59.6,68.5
2026-06-11 09:06:00,2.70,35.8,28.0,59.6,68.5
2026-06-11 09:06:15,2.71,33.9,28.0,59.6,68.6
2026-06-11 09:06:30,2.73,37.3,28.1,59.7,68.5
2026-06-11 09:06:45,2.70,40.8,27.8,59.7,68.6
2026-06-11 09:07:00,2.73,37.5,28.0,59.7,68.6
2026-06-11 09:07:15,2.74,35.7,28.1,59.7,68.6
2026-06-11 09:07:30,2.72,37.0,28.2,59.7,68.6
2026-06-11 09:07:45,2.74,35.2,28.4,59.6,68.6
2026-06-11 09:08:00,2.72,40.0,28.3,59.7,68.6
2026-06-11 09:08:15,2.73,40.7,28.4,59.7,68.6
2026-06-11 09:08:30,2.73,34.8,28.5,59.7,68.7
2026-06-11 09:08:45,2.73,39.3,28.4,59.7,68.7
2026-06-11 09:09:00,2.74,35.8,28.5,59.8,68.7
2026-06-11 09:09:15,2.72,35.7,28.3,59.8,68.7
2026-06-11 09:09:30,2.73,37.5,28.4,59.8,68.8
2026-06-11 09:09:45,2.75,34.7,28.6,59.8,68.8
2026-06-11 09:10:00,2.74,33.1,28.8,59.7,68.8
2026-06-11 09:10:15,2.73,35.5,29.0,59.7,68.9
2026-06-11 09:10:30,2.75,38.4,29.1,59.7,68.9
2026-06-11 09:10:45,2.73,37.4,29.1,59.7,68.9
2026-06-11 09:11:00,2.75,42.9,29.3,59.7,68.9
2026-06-11 09:11:15,2.73,30.8,29.3,59.7,68.9
