"Time","Pel_CHP","Power100","Power200","Power300","Power400","Power500","Power600","Power701","Power711","Power721","Power731","Power900","PowerChiller"
2026-06-10 19:27:30,0,100,6.61,0,31.3,0.208,-0.00000904,-31.9,-31.8,-31.9,-31.8,132,-157
2026-06-10 19:28:00,0,100,6.62,0,32.2,0.207,-0.0000348,-32.0,-31.9,-32.0,-32.0,132,-152
2026-06-10 19:28:30,0,102,6.64,0,31.2,0.207,-8.62e-8,-32.2,-32.0,-32.1,-31.7,132,-143
2026-06-10 19:29:00,0,104,6.66,0,30.5,0.207,-2.54e-14,-32.4,-32.0,-32.1,-31.9,134,-134
2026-06-10 19:29:30,0,106,6.67,0,29.6,0.207,-7.989999999999999e-21,-32.4,-32.0,-32.0,-31.8,137,-133
2026-06-10 19:30:00,0,107,6.67,0,28.8,0.206,-0.0000136,-32.0,-31.8,-31.8,-31.7,137,-145
2026-06-10 19:30:30,0,108,6.65,0,28.3,0.206,-0.0000275,-31.4,-31.4,-31.3,-31.3,136,-166
2026-06-10 19:31:00,0,108,6.65,0,27.8,0.206,-4.56e-10,-31.5,-31.4,-31.3,-31.1,134,-176
2026-06-10 19:31:30,0,107,6.67,0,26.9,0.206,-0.0000546,-31.5,-31.7,-31.6,-31.7,132,-176
2026-06-10 19:32:00,0,104,6.64,0,25.9,0.206,-4.22e-11,-31.7,-31.8,-31.6,-31.9,130,-172
2026-06-10 19:32:30,0,102,6.64,0,25.5,0.205,-0.0000142,-31.8,-31.9,-31.8,-32.2,130,-168
2026-06-10 19:33:00,0,101,6.62,0,25.7,0.205,-0.00000990,-31.9,-32.1,-32.0,-32.1,129,-164
2026-06-10 19:33:30,0,102,6.65,0,26.1,0.204,-8.79e-12,-31.9,-31.8,-31.9,-32.0,129,-159
2026-06-10 19:34:00,0,104,6.65,0,26.7,0.203,-2.69e-18,-32.0,-31.7,-32.0,-31.8,131,-155
2026-06-10 19:34:30,0,107,6.63,0,27.4,0.204,-8.05e-25,-32.0,-31.7,-32.0,-31.9,134,-150
2026-06-10 19:35:00,0,108,6.64,0,27.9,0.202,-2.4100000000000003e-31,-32.2,-31.9,-31.9,-31.6,135,-151
2026-06-10 19:35:30,0,109,6.63,0,28.3,0.203,-7.48e-38,-32.3,-32.1,-32.2,-32.0,136,-148
2026-06-10 19:36:00,0,107,6.64,0,28.1,0.202,-0.00000994,-32.3,-32.3,-32.1,-32.1,134,-145
2026-06-10 19:36:30,0,106,6.65,0,27.9,0.202,-4.5e-10,-32.8,-32.7,-32.5,-32.7,134,-140
2026-06-10 19:37:00,0,104,6.67,0,27.6,0.201,-0.0000188,-32.8,-32.8,-32.8,-32.9,134,-134
2026-06-10 19:37:30,0,102,6.62,0,27.5,0.200,-4.28e-11,-32.7,-32.7,-32.4,-32.8,133,-129
2026-06-10 19:38:00,0,103,6.66,0,27.6,0.200,-1.26e-17,-32.6,-32.3,-32.5,-32.4,133,-130
2026-06-10 19:38:30,0,105,6.62,0,28.0,0.201,-3.9499999999999995e-24,-32.3,-31.8,-32.3,-32.4,134,-132
2026-06-10 19:39:00,0,105,6.59,0,28.1,0.200,-1.1599999999999999e-30,-31.5,-31.8,-31.5,-31.5,132,-134
2026-06-10 19:39:30,0,107,6.60,0,28.4,0.200,-3.66e-37,-31.7,-31.9,-31.6,-31.7,134,-135
2026-06-10 19:40:00,0,107,6.61,0,28.5,0.199,-1.09e-43,-31.7,-31.8,-31.6,-31.5,134,-138
2026-06-10 19:40:30,0,106,6.63,0,28.5,0.198,0,-31.4,-31.6,-31.5,-31.4,133,-139
2026-06-10 19:41:00,0,106,6.61,0,28.3,0.197,0,-31.6,-31.8,-31.5,-31.7,133,-143
2026-06-10 19:41:30,0,104,6.61,0,27.9,0.197,0,-31.6,-31.5,-31.7,-31.7,131,-147
2026-06-10 19:42:00,0,103,6.61,0,27.6,0.198,0,-31.7,-31.8,-31.7,-31.9,130,-149
2026-06-10 19:42:30,0,102,6.60,0,27.6,0.197,0,-31.6,-31.6,-31.7,-31.9,129,-150
2026-06-10 19:43:00,0,102,6.61,0,27.7,0.197,0,-31.7,-32.0,-31.8,-31.7,129,-151
2026-06-10 19:43:30,0,104,6.62,0,27.9,0.196,0,-31.8,-31.6,-32.0,-31.8,130,-148
2026-06-10 19:44:00,0,105,6.62,0,28.2,0.196,-0.0000128,-31.8,-31.7,-32.0,-32.1,131,-141
2026-06-10 19:44:30,0,106,6.63,0,28.5,0.196,-2.37e-7,-32.3,-31.7,-32.0,-32.0,132,-134
2026-06-10 19:45:00,0,107,6.61,0,28.9,0.195,-6.78e-14,-32.2,-32.0,-32.0,-31.7,133,-133
2026-06-10 19:45:30,0,108,6.63,0,29.2,0.194,-2.22e-20,-32.0,-32.0,-32.0,-31.7,134,-135
2026-06-10 19:46:00,0,108,6.60,0,29.4,0.194,-6.470000000000001e-27,-31.9,-32.1,-31.8,-31.8,134,-142
2026-06-10 19:46:30,0,107,6.62,0,29.1,0.193,-1.9600000000000002e-33,-31.9,-32.0,-31.9,-31.9,134,-147
2026-06-10 19:47:00,0,106,6.65,0,28.8,0.193,-5.98e-40,-32.2,-32.2,-32.1,-31.9,133,-150
2026-06-10 19:47:30,0,105,6.60,0,28.4,0.192,-9.34e-47,-31.9,-32.1,-32.3,-32.2,133,-152
2026-06-10 19:48:00,0,104,6.65,0,28.2,0.193,0,-31.9,-32.0,-32.1,-32.0,133,-155
2026-06-10 19:48:30,0,104,6.62,0,28.2,0.192,0,-31.9,-32.1,-32.3,-32.1,132,-156
2026-06-10 19:49:00,0,104,6.64,0,28.2,0.192,0,-32.1,-32.0,-32.1,-32.1,132,-160
2026-06-10 19:49:30,0,104,6.61,0,28.2,0.191,0,-32.1,-32.0,-32.1,-32.0,132,-156
2026-06-10 19:50:00,0,104,6.65,0,28.5,0.192,0,-32.2,-32.2,-32.2,-32.4,132,-149
2026-06-10 19:50:30,0,105,6.67,0,28.8,0.191,0,-32.4,-32.6,-32.4,-32.4,134,-139
2026-06-10 19:51:00,0,105,6.67,0,29.2,0.191,0,-32.3,-32.0,-32.1,-32.1,135,-137
2026-06-10 19:51:30,0,106,6.66,0,29.8,0.190,0,-32.3,-32.0,-32.1,-32.0,136,-139
2026-06-10 19:52:00,0,107,6.67,0,29.9,0.190,0,-32.1,-31.9,-32.0,-32.0,135,-143
2026-06-10 19:52:30,0,106,6.65,0,29.6,0.190,0,-31.7,-31.9,-31.8,-31.7,134,-148
2026-06-10 19:53:00,0,105,6.67,0,29.2,0.190,0,-31.8,-32.2,-31.9,-32.0,133,-152
2026-06-10 19:53:30,0,104,6.66,0,28.8,0.190,0,-32.1,-32.0,-32.1,-32.1,133,-152
2026-06-10 19:54:00,0,103,6.71,0,28.4,0.189,0,-32.0,-31.7,-32.1,-32.2,133,-154
2026-06-10 19:54:30,0,103,6.68,0,28.3,0.189,0,-31.8,-31.7,-32.1,-31.9,132,-155
2026-06-10 19:55:00,0,104,6.71,0,28.5,0.189,0,-31.8,-32.2,-32.2,-32.0,132,-157
2026-06-10 19:55:30,0,104,6.67,0,28.5,0.188,-0.0000127,-31.8,-32.0,-31.8,-31.9,132,-155
2026-06-10 19:56:00,0,103,6.64,0,28.6,0.188,-5.59e-10,-31.9,-31.9,-31.9,-31.9,132,-147
2026-06-10 19:56:30,0,104,6.67,0,28.8,0.188,-1.77e-16,-32.5,-32.0,-32.0,-32.1,133,-136
2026-06-10 19:57:00,0,104,6.63,0,28.9,0.188,-0.0000171,-32.1,-32.0,-32.0,-32.2,133,-134
2026-06-10 19:57:30,0,105,6.62,0,29.4,0.187,-8.95e-7,-32.3,-31.9,-31.8,-31.8,134,-136
2026-06-10 19:58:00,0,105,6.63,0,29.6,0.187,-2.65e-13,-32.2,-31.5,-32.1,-31.0,134,-139
2026-06-10 19:58:30,0,104,6.60,0,29.3,0.186,-8.31e-20,-34.1,-29.9,-33.0,-28.6,132,-142
2026-06-10 19:59:00,0,103,6.63,0,28.7,0.186,-0.0000525,-34.0,-29.3,-32.8,-29.0,130,-145
2026-06-10 19:59:30,0,102,6.58,0,27.9,0.186,-0.0000123,-33.8,-29.3,-32.7,-28.4,129,-146
2026-06-10 20:00:00,0,103,6.53,0,27.6,0.186,-0.00000185,-34.8,-29.7,-32.8,-28.3,130,-146
2026-06-10 20:00:30,0,104,6.56,0,27.0,0.185,-5.81e-13,-34.4,-29.4,-33.4,-28.0,130,-148
2026-06-10 20:01:00,0,105,6.55,0,26.2,0.184,-1.7e-19,-34.5,-29.2,-33.3,-28.2,130,-149
2026-06-10 20:01:30,0,106,6.58,0,25.5,0.184,-0.0000183,-34.6,-29.2,-33.2,-28.3,130,-149
2026-06-10 20:02:00,0,107,6.58,0,25.1,0.184,-3.18e-7,-34.7,-29.6,-33.1,-28.2,131,-150
2026-06-10 20:02:30,0,108,6.56,0,24.7,0.183,-9.93e-14,-34.7,-29.4,-33.3,-27.9,131,-150
2026-06-10 20:03:00,0,109,6.59,0,24.3,0.184,-2.96e-20,-34.9,-29.5,-33.3,-28.2,132,-153
2026-06-10 20:03:30,0,109,6.62,0,23.8,0.182,-0.00000980,-35.2,-29.3,-33.5,-28.4,133,-151
2026-06-10 20:04:00,0,109,6.60,0,23.3,0.182,-4.96e-7,-35.4,-29.9,-33.9,-28.5,132,-145
2026-06-10 20:04:30,0,108,6.61,0,22.7,0.181,-1.57e-13,-35.4,-29.7,-33.9,-28.8,131,-139
2026-06-10 20:05:00,0,107,6.59,0,22.6,0.182,-4.62e-20,-35.2,-29.7,-33.9,-28.4,132,-136
2026-06-10 20:05:30,0,108,6.59,0,22.6,0.181,-0.0000499,-34.9,-29.5,-33.4,-28.2,132,-138
2026-06-10 20:06:00,0,109,6.61,0,22.6,0.181,-3.31e-7,-34.7,-29.4,-33.3,-28.0,131,-140
2026-06-10 20:06:30,0,110,6.57,0,22.4,0.181,-1.02e-13,-34.6,-29.2,-33.3,-28.4,131,-143
2026-06-10 20:07:00,0,110,6.58,0,21.8,0.180,-0.0000522,-34.6,-29.3,-33.3,-28.2,131,-146
2026-06-10 20:07:30,0,110,6.57,0,21.5,0.180,-3.53e-7,-34.6,-29.7,-33.1,-28.4,131,-146
2026-06-10 20:08:00,0,109,6.57,0,21.2,0.179,-0.0000187,-34.4,-29.4,-33.1,-27.9,131,-146
2026-06-10 20:08:30,0,108,6.58,0,21.0,0.179,-5.5e-8,-34.3,-29.2,-33.0,-28.0,130,-146
2026-06-10 20:09:00,0,109,6.56,0,20.6,0.178,-1.6e-14,-34.3,-29.0,-33.0,-28.2,130,-146
2026-06-10 20:09:30,0,110,6.56,0,20.3,0.178,-4.94e-21,-34.0,-29.2,-33.0,-28.5,129,-147
2026-06-10 20:10:00,0,110,6.55,0,20.3,0.177,-1.4600000000000001e-27,-34.5,-29.5,-32.9,-28.2,129,-148
2026-06-10 20:10:30,0,109,6.59,0,20.2,0.177,-4.56e-34,-34.5,-29.3,-33.0,-28.1,129,-147
2026-06-10 20:11:00,0,110,6.55,0,20.1,0.177,-1.3899999999999999e-40,-34.6,-29.0,-33.2,-28.0,130,-148
2026-06-10 20:11:30,0,111,6.56,0,20.1,0.177,-0.0000649,-34.7,-29.4,-33.4,-28.0,131,-144
2026-06-10 20:12:00,0,111,6.58,0,20.1,0.176,-2.87e-9,-34.9,-29.5,-33.5,-28.2,130,-138
2026-06-10 20:12:30,0,110,6.56,0,19.8,0.177,-0.0000101,-35.2,-29.6,-33.6,-28.4,130,-133
2026-06-10 20:13:00,0,109,6.56,0,19.7,0.177,-0.0000282,-34.7,-29.7,-33.2,-28.5,131,-131
2026-06-10 20:13:30,0,110,6.56,0,19.9,0.176,-0.0000117,-34.5,-29.3,-33.0,-27.8,130,-133
2026-06-10 20:14:00,0,112,6.55,0,20.4,0.176,-5.31e-10,-34.4,-29.2,-33.0,-28.1,131,-135
2026-06-10 20:14:30,0,111,6.57,0,20.6,0.175,-1.67e-16,-34.4,-29.3,-32.9,-28.3,131,-138
2026-06-10 20:15:00,0,109,6.54,0,20.9,0.175,-4.9e-23,-34.3,-29.3,-32.6,-28.0,130,-139
2026-06-10 20:15:30,0,106,6.56,0,21.4,0.174,-1.51e-29,-34.2,-29.3,-32.9,-27.8,129,-141
2026-06-10 20:16:00,0,103,6.53,0,22.0,0.174,-4.4500000000000004e-36,-34.1,-29.2,-33.2,-27.8,128,-143
2026-06-10 20:16:30,0,99.6,6.55,0,22.3,0.174,-0.0000438,-34.0,-29.0,-33.0,-28.1,126,-144
2026-06-10 20:17:00,0,97.4,6.54,0,22.8,0.173,-0.0000383,-34.2,-28.9,-33.0,-28.0,124,-143
2026-06-10 20:17:30,0,96.6,6.55,0,23.6,0.173,-2.01e-11,-34.0,-29.0,-32.7,-27.8,123,-140
2026-06-10 20:18:00,0,96.2,6.52,0,24.4,0.173,-0.00000671,-33.7,-28.7,-32.2,-27.6,122,-136
2026-06-10 20:18:30,0,98.0,6.55,0,25.5,0.172,-0.00000105,-33.5,-28.8,-32.4,-27.7,124,-133
2026-06-10 20:19:00,0,99.1,6.58,0,26.4,0.172,-3.09e-13,-33.8,-28.9,-31.9,-27.0,125,-131
2026-06-10 20:19:30,0,100,6.57,0,27.3,0.171,-9.75e-20,-34.0,-28.5,-32.2,-26.8,126,-130
2026-06-10 20:20:00,0,101,6.57,0,27.8,0.172,-2.88e-26,-33.9,-28.3,-32.3,-27.3,127,-131
2026-06-10 20:20:30,0,100,6.54,0,28.2,0.170,-9.04e-33,-33.7,-28.7,-32.3,-27.7,127,-132
2026-06-10 20:21:00,0,100,6.52,0,28.6,0.170,-2.68e-39,-34.4,-28.9,-32.7,-27.8,127,-135
2026-06-10 20:21:30,0,99.3,6.51,0,28.7,0.170,-8.41e-46,-34.6,-29.5,-32.7,-27.6,127,-137
2026-06-10 20:22:00,0,98.0,6.51,0,28.5,0.170,-0.00000566,-34.2,-29.3,-33.1,-27.5,126,-138
2026-06-10 20:22:30,0,98.6,6.49,0,28.8,0.169,-6.76e-12,-34.5,-29.1,-33.1,-28.1,127,-138
2026-06-10 20:23:00,0,99.6,6.52,0,29.0,0.169,-0.00159,-34.5,-29.3,-33.0,-28.0,128,-139
2026-06-10 20:23:30,0,100,6.55,0,29.3,0.168,-0.00655,-34.5,-29.1,-32.9,-28.2,129,-139
2026-06-10 20:24:00,0,101,6.54,0,29.8,0.169,-0.00489,-34.7,-29.1,-33.2,-28.0,130,-140
2026-06-10 20:24:30,0,101,6.53,0,30.4,0.167,-0.00522,-34.6,-29.2,-33.2,-28.3,130,-141
2026-06-10 20:25:00,0,101,6.53,0,30.7,0.168,-0.00453,-34.7,-29.3,-33.3,-28.0,129,-142
2026-06-10 20:25:30,0,99.9,6.53,0,30.7,0.168,-0.00411,-34.7,-29.5,-33.2,-28.2,129,-146
2026-06-10 20:26:00,0,99.5,6.55,0,30.7,0.167,-0.00474,-34.7,-29.6,-33.5,-28.2,129,-144
2026-06-10 20:26:30,0,99.3,6.55,0,30.6,0.166,-0.00516,-35.1,-30.1,-33.9,-28.4,129,-138
2026-06-10 20:27:00,0,98.7,6.52,0,30.5,0.166,-0.00664,-35.4,-29.9,-33.8,-28.6,130,-133
2026-06-10 20:27:30,0,98.7,6.55,0,30.8,0.165,-0.00774,-35.2,-29.7,-33.5,-28.3,131,-132
2026-06-10 20:28:00,0,101,6.55,0,31.7,0.165,-0.00965,-34.4,-31.4,-32.8,-28.4,133,-134
2026-06-10 20:28:30,0,103,6.52,0,32.7,0.165,-0.0115,-30.6,-39.2,-29.4,-29.4,134,-138
2026-06-10 20:29:00,0,103,6.51,0,32.5,0.164,-0.0137,-30.6,-39.8,-28.8,-29.5,134,-141
2026-06-10 20:29:30,0,102,6.48,0,31.8,0.165,-0.0131,-30.1,-40.3,-28.7,-29.7,132,-143
2026-06-10 20:30:00,0,102,6.49,0,31.2,0.164,-0.0137,-30.0,-40.9,-28.6,-29.8,129,-146
2026-06-10 20:30:30,0,102,6.50,0,30.6,0.163,-0.0136,-29.7,-41.1,-28.5,-29.7,127,-146
2026-06-10 20:31:00,0,102,6.49,0,29.8,0.163,-0.0125,-29.5,-41.5,-27.9,-29.4,127,-146
2026-06-10 20:31:30,0,103,6.51,0,29.0,0.163,-0.0135,-29.4,-41.8,-28.0,-29.5,128,-147
2026-06-10 20:32:00,0,105,6.52,0,28.4,0.162,-0.0138,-29.3,-41.9,-28.0,-29.6,128,-147
2026-06-10 20:32:30,0,106,6.51,0,28.0,0.162,-0.0139,-29.2,-42.2,-28.0,-29.6,129,-149
2026-06-10 20:33:00,0,107,6.50,0,27.4,0.162,-0.0140,-29.5,-42.0,-27.9,-29.5,129,-151
2026-06-10 20:33:30,0,108,6.52,0,26.7,0.161,-0.0136,-29.8,-42.7,-28.1,-29.6,130,-148
2026-06-10 20:34:00,0,108,6.54,0,25.8,0.160,-0.0131,-30.0,-43.1,-28.4,-30.0,131,-141
2026-06-10 20:34:30,0,107,6.54,0,25.1,0.161,-0.0138,-30.2,-43.1,-28.8,-29.7,132,-140
2026-06-10 20:35:00,0,107,6.57,0,24.5,0.160,-0.0138,-29.9,-42.9,-28.5,-30.0,132,-139
2026-06-10 20:35:30,0,109,6.56,0,24.3,0.160,-0.0134,-29.8,-42.3,-28.6,-30.0,133,-142
2026-06-10 20:36:00,0,111,6.56,0,24.3,0.160,-0.0144,-29.6,-42.2,-28.3,-29.9,133,-143
2026-06-10 20:36:30,0,111,6.57,0,24.2,0.159,-0.0140,-29.5,-42.2,-28.2,-29.1,132,-144
2026-06-10 20:37:00,0,112,6.57,0,23.9,0.159,-0.0137,-29.7,-41.9,-28.3,-29.5,133,-147
2026-06-10 20:37:30,0,111,6.59,0,23.3,0.159,-0.0137,-29.4,-42.0,-28.3,-29.8,133,-150
2026-06-10 20:38:00,0,110,6.58,0,22.7,0.158,-0.0141,-29.8,-41.6,-28.4,-29.6,131,-152
2026-06-10 20:38:30,0,109,6.61,0,22.4,0.158,-0.0139,-29.7,-41.8,-28.3,-29.6,130,-155
2026-06-10 20:39:00,0,109,6.59,0,22.1,0.158,-0.0142,-29.8,-42.0,-28.5,-29.4,130,-154
2026-06-10 20:39:30,0,109,6.62,0,21.9,0.157,-0.0155,-30.1,-42.3,-28.6,-29.7,130,-150
2026-06-10 20:40:00,0,108,6.62,0,21.4,0.157,-0.0150,-29.9,-42.3,-28.7,-29.9,131,-138
2026-06-10 20:40:30,0,109,6.60,0,21.4,0.157,-0.0146,-29.9,-42.2,-28.5,-29.8,132,-133
2026-06-10 20:41:00,0,111,6.58,0,21.9,0.157,-0.0135,-29.7,-42.0,-28.4,-29.5,133,-134
2026-06-10 20:41:30,0,112,6.57,0,22.1,0.157,-0.0146,-29.6,-41.6,-28.2,-29.4,133,-135
2026-06-10 20:42:00,0,113,6.58,0,21.9,0.156,-0.0147,-29.5,-41.5,-28.0,-29.2,132,-138
2026-06-10 20:42:30,0,113,6.59,0,21.8,0.156,-0.0137,-29.5,-41.5,-27.8,-29.3,133,-139
2026-06-10 20:43:00,0,113,6.57,0,21.3,0.156,-0.0137,-29.3,-41.6,-28.1,-29.3,132,-144
2026-06-10 20:43:30,0,112,6.57,0,20.8,0.155,-0.0139,-29.6,-41.6,-28.3,-29.6,131,-147
2026-06-10 20:44:00,0,110,6.57,0,20.4,0.154,-0.0140,-29.6,-41.6,-28.3,-29.6,130,-148
2026-06-10 20:44:30,0,110,6.58,0,20.8,0.154,-0.0139,-29.6,-41.5,-28.3,-29.8,130,-148
2026-06-10 20:45:00,0,110,6.59,0,21.4,0.154,-0.0141,-29.5,-41.4,-28.1,-29.4,129,-148
2026-06-10 20:45:30,0,111,6.60,0,22.1,0.154,-0.0132,-29.5,-41.4,-28.3,-29.6,130,-148
2026-06-10 20:46:00,0,111,6.61,0,22.8,0.154,-0.0139,-29.7,-41.5,-28.4,-29.4,131,-150
2026-06-10 20:46:30,0,112,6.59,0,23.6,0.154,-0.0143,-29.6,-41.6,-28.6,-29.6,132,-147
2026-06-10 20:47:00,0,112,6.61,0,24.3,0.153,-0.0149,-30.0,-42.0,-28.7,-29.9,133,-139
2026-06-10 20:47:30,0,111,6.61,0,24.8,0.153,-0.0144,-30.3,-42.2,-28.6,-29.8,133,-136
2026-06-10 20:48:00,0,111,6.57,0,25.6,0.153,-0.0139,-30.2,-42.3,-28.5,-29.6,134,-135
2026-06-10 20:48:30,0,111,6.58,0,26.1,0.153,-0.0142,-29.8,-41.6,-28.2,-29.6,135,-139
2026-06-10 20:49:00,0,112,6.60,0,26.6,0.152,-0.0133,-29.9,-41.9,-28.5,-29.9,135,-143
2026-06-10 20:49:30,0,111,6.58,0,26.5,0.152,-0.0139,-29.7,-41.6,-28.5,-29.8,134,-149
2026-06-10 20:50:00,0,111,6.60,0,26.9,0.151,-0.0141,-29.8,-41.9,-28.6,-29.9,133,-152
2026-06-10 20:50:30,0,110,6.59,0,27.2,0.151,-0.0139,-29.9,-42.2,-28.6,-29.9,134,-153
2026-06-10 20:51:00,0,110,6.60,0,27.4,0.151,-0.0136,-29.9,-42.0,-28.8,-30.0,134,-154
2026-06-10 20:51:30,0,109,6.60,0,27.5,0.150,-0.0137,-29.8,-42.3,-28.4,-29.5,133,-158
2026-06-10 20:52:00,0,109,6.64,0,27.8,0.151,-0.0145,-30.0,-42.0,-28.8,-30.0,133,-156
2026-06-10 20:52:30,0,109,6.61,0,27.9,0.150,-0.0146,-30.3,-42.4,-28.7,-30.3,133,-151
2026-06-10 20:53:00,0,109,6.58,0,28.3,0.150,-0.0146,-30.4,-42.9,-29.2,-30.3,135,-141
2026-06-10 20:53:30,0,108,6.59,0,28.5,0.150,-0.0150,-30.3,-42.5,-28.8,-30.2,136,-138
2026-06-10 20:54:00,0,109,6.61,0,29.2,0.150,-0.0159,-30.2,-42.3,-28.7,-29.6,136,-139
2026-06-10 20:54:30,0,110,6.61,0,29.6,0.149,-0.0156,-30.1,-41.8,-28.6,-29.6,136,-143
2026-06-10 20:55:00,0,111,6.58,0,29.9,0.150,-0.0187,-29.9,-42.0,-28.6,-29.8,136,-148
2026-06-10 20:55:30,0,110,6.59,0,29.7,0.149,-0.0242,-29.7,-42.1,-28.2,-29.9,136,-151
2026-06-10 20:56:00,0,110,6.61,0,29.6,0.149,-0.0323,-29.9,-42.3,-28.5,-30.1,136,-154
2026-06-10 20:56:30,0,109,6.60,0,29.6,0.148,-0.0489,-29.8,-41.8,-28.5,-30.3,135,-157
2026-06-10 20:57:00,0,108,6.60,0,29.7,0.148,-0.0560,-30.0,-42.3,-28.7,-29.5,135,-161
2026-06-10 20:57:30,0,107,6.61,0,29.8,0.148,-0.0505,-29.9,-42.2,-28.7,-30.0,134,-160
2026-06-10 20:58:00,0,108,6.62,0,29.8,0.148,-0.0471,-30.1,-42.5,-29.2,-30.3,134,-155
2026-06-10 20:58:30,0,107,6.60,0,29.7,0.147,-0.0431,-30.5,-42.8,-29.4,-30.5,135,-144
2026-06-10 20:59:00,0,107,6.62,0,29.8,0.147,-0.0409,-30.5,-42.5,-28.6,-30.4,136,-139
2026-06-10 20:59:30,0,107,6.60,0,30.2,0.147,-0.0405,-30.0,-42.2,-28.6,-29.4,136,-139
2026-06-10 21:00:00,0,109,6.60,0,30.8,0.145,-0.0433,-29.8,-42.2,-28.5,-29.7,137,-141
2026-06-10 21:00:30,0,110,6.60,0,31.0,0.145,-0.0472,-29.8,-42.2,-28.3,-29.6,137,-145
2026-06-10 21:01:00,0,108,6.61,0,30.9,0.145,-0.0552,-29.9,-41.3,-27.9,-29.6,135,-149
2026-06-10 21:01:30,0,108,6.61,0,30.9,0.145,-0.0651,-30.2,-42.0,-28.5,-29.9,136,-151
2026-06-10 21:02:00,0,105,6.60,0,30.4,0.145,-0.0704,-29.8,-41.7,-28.2,-29.8,134,-153
2026-06-10 21:02:30,0,103,6.61,0,30.5,0.144,-0.0701,-29.9,-41.9,-28.3,-29.7,132,-154
2026-06-10 21:03:00,0,101,6.63,0,30.4,0.145,-0.0651,-29.5,-42.1,-28.4,-29.8,131,-157
2026-06-10 21:03:30,0,100,6.61,0,30.3,0.144,-0.0607,-29.8,-41.7,-28.3,-29.9,130,-153
2026-06-10 21:04:00,0,100,6.63,0,30.2,0.144,-0.0567,-30.0,-42.0,-28.4,-29.8,130,-144
2026-06-10 21:04:30,0,100.0,6.61,0,30.2,0.144,-0.0537,-29.8,-41.6,-28.4,-29.6,131,-131
2026-06-10 21:05:00,0,102,6.64,0,30.7,0.144,-0.0542,-29.8,-41.8,-28.2,-29.6,133,-129
2026-06-10 21:05:30,0,103,6.63,0,31.3,0.144,-0.0563,-29.6,-41.4,-27.7,-28.9,134,-139
