"Time","FT101","FT101_set","FT201","FT201_set","FT301","FT301_set","FT302","FT401","FT401_set","FT501","FT601","FT602","FT701","FT711","FT721","FT731","FT801","FT901","FTA12","FTR01","FTR03","QgasCHP"
2026-06-10 19:15:20,9.66,9.66,0.783,0.787,0,0,0,2.20,0.0238,0.0242,0,0,2.85,2.82,2.91,3.01,7.04,11.6,0.285,23.8,16.9,0
2026-06-10 19:15:40,9.58,9.59,0.783,0.779,0,0,0,2.17,0.0245,0.0237,0,0,2.78,2.84,2.90,2.96,6.97,11.5,0.356,23.7,16.9,0
2026-06-10 19:16:00,9.54,9.53,0.783,0.773,0,0,0,2.17,0.0237,0.0242,0,0,2.77,2.83,2.89,2.94,6.98,11.4,0.360,23.8,16.9,0
2026-06-10 19:16:20,9.48,9.49,0.788,0.796,0,0,0,2.15,0.0241,0.0243,0,0,2.77,2.76,2.88,2.95,7.05,11.3,0.339,23.7,16.9,0
2026-06-10 19:16:40,9.45,9.45,0.790,0.766,0,0,0,2.14,0.0240,0.0240,0,0,2.77,2.75,2.84,2.94,7.14,11.3,0.328,23.6,17.1,0
2026-06-10 19:17:00,9.39,9.40,0.779,0.785,0,0,0,2.11,0.0245,0.0243,0,0,2.77,2.75,2.81,2.90,7.21,11.2,0.333,23.4,17.3,0
2026-06-10 19:17:20,9.25,9.25,0.780,0.785,0,0,0,2.06,0.0242,0.0244,0,0,2.68,2.69,2.78,2.89,7.23,11.1,0.371,23.4,17.3,0
2026-06-10 19:17:40,9.21,9.21,0.793,0.788,0,0,0,2.05,0.0240,0.0242,0,0,2.69,2.69,2.79,2.82,7.20,11.0,0.373,23.4,17.3,0
2026-06-10 19:18:00,9.16,9.16,0.775,0.782,0,0,0,2.02,0.0247,0.0240,0,0,2.69,2.69,2.72,2.81,7.22,10.9,0.339,23.4,17.4,0
2026-06-10 19:18:20,9.16,9.15,0.783,0.783,0,0,0,2.03,0.0241,0.0243,0,0,2.67,2.68,2.72,2.84,7.22,10.9,0.318,23.3,17.4,0
2026-06-10 19:18:40,9.16,9.17,0.786,0.774,0,0,0,2.02,0.0239,0.0238,0,0,2.68,2.69,2.72,2.82,7.22,10.9,0.370,23.4,17.4,0
2026-06-10 19:19:00,9.15,9.14,0.791,0.796,0,0,0,2.03,0.0237,0.0242,0,0,2.68,2.69,2.74,2.80,7.20,10.9,0.306,23.4,17.4,0
2026-06-10 19:19:20,9.08,9.08,0.770,0.778,0,0,0,2.00,0.0244,0.0243,0,0,2.63,2.64,2.72,2.81,7.20,10.8,0.377,23.4,17.4,0
2026-06-10 19:19:40,9.17,9.15,0.786,0.779,0,0,0,2.04,0.0241,0.0235,0,0,2.67,2.65,2.75,2.85,7.22,10.9,0.340,23.4,17.4,0
2026-06-10 19:20:00,9.13,9.14,0.784,0.782,0,0,0,2.03,0.0240,0.0239,0,0,2.68,2.66,2.73,2.84,7.23,10.9,0.375,23.5,17.2,0
2026-06-10 19:20:20,9.12,9.13,0.796,0.785,0,0,0,2.01,0.0244,0.0244,0,0,2.63,2.66,2.74,2.83,7.22,10.9,0.312,23.6,17.2,0
